Time,Pass/Fail,F0,F1,F2,F3,F6,F12,F14,F15,F16,F18,F28,F32,F33,F34,F36,F39,F41,F43,F45,F46,F48,F50,F51,F55,F59,F60,F62,F64,F65,F66,F68,F70,F72,F88,F90,F110,F111,F117,F133,F134,F135,F136,F137,F138,F139,F142,F151,F152,F154,F161,F162,F166,F180,F182,F183,F185,F187,F188,F201,F208,F218,F223,F252,F268,F269,F270,F271,F272,F274,F277,F283,F286,F296,F297,F316,F318,F319,F321,F323,F324,F344,F361,F406,F408,F409,F410,F412,F413,F415,F416,F417,F418,F419,F420,F423,F424,F425,F428,F433,F437,F438,F439,F440,F453,F454,F456,F457,F459,F460,F472,F474,F476,F480,F482,F484,F486,F488,F490,F491,F492,F495,F499,F500,F511,F520,F521,F524,F525,F527,F539,F541,F547,F548,F550,F553,F555,F556,F557,F561,F564,F566,F569,F570,F572,F574,F576,F577,F589
2008-07-29 18:08,1,2942.31,2446.74,2172.9778,1222.6067,101.84,201.4822,6.5073,418.8194,10.0409,191.4413,68.3556,101.9072,23.3453,57.6663,42.3337,126.5662,5.171,350.1718,130.9627,721.845,143.3936,624.5282,203.7573,2832.0,23.9555,349.5864,114.9182,16.0445,21.1546,700.6904,148.7136,613.2182,147.5378,1787.9799,9073.13,104.11327798589556,229.2858717880775,58.3318,1001.9434,38.7769,77.0,249.8,180.1,54.2,416.54,7.71,13.021,0.3621,5.0218,2518.0,3258.0,2.6,20.02,10.11,34.801,7.58,21.39,54.6,5.09,27.101,4.5112,126.1464,4.2139,26.212,2.6861,20.3137,79.8544,64.5401,118.2617,2.2847,1.9632,4.1523,1074.1298,1373.41,5.5385,2.7617,10.5646,2.0483,6.4838,17.6538,8.3462,35.9167,9.8109,3.5472,8.4899,7.3608,34.0698,12.5191,7.5707,3.1151,7.1897,401.9002,0.0,2.1589,116.6541,3.109,3.6058,3.0492,163.4312,3.8036,66.8571,63.2258,11.781,3.4054,7.7198,6.9735,5.2861,3.425,26.7966,195.2252,37.7838,8.4811,21.0994,149.2613,0.0,142.9297,309.1304,56.9472,3.0612,7.504754293904595,7.0552,735.1351,0.0,0.0,2.6267,0.0,7.224,4.3259,5.4331,0.8516,6.9271,404.8872119230886,76.1467385500667,18.570915181542144,9.361842066475646,62.75751415593396,5.431623859282041,2.1814630623182647,41.0905,11.675918090714134,4.864203325276879,23.163707749518824,533.1055,6.59,2.3055,1.2361,25.4953,55.8324
2008-07-30 12:29,1,2935.94,2586.05,2164.4111,1206.6031,100.5189,198.6318,2.2493,396.9681,9.9522,188.6797,63.4,84.0432,8.7487,50.2849,49.7151,118.7784,5.143,350.5009,129.4427,720.7304,149.1045,629.0482,197.2575,2832.0,2.5209,346.4873,91.9636,37.4791,46.2635,674.467,156.8709,595.3218,126.866,1841.8205,8249.76,103.46472331409448,239.2682988739996,58.6473,1004.0281,44.6843,93.0,175.8,136.7,54.7,727.5059,12.11,20.335,0.704,11.5184,3803.0,232.0,1.6,17.56,11.13,35.743,8.03,18.78,50.936,13.67,89.846,3.0636,104.542,3.2904,27.117,3.4441,23.0517,61.8727,49.0014,235.5668,3.6006,3.7412,5.3391,1901.5,116.0,5.1458,3.0004,10.5768,2.3281,5.6985,14.6668,32.6838,33.4483,8.563,4.2149,5.9879,5.2861,60.2937,87.4031,12.0475,4.0982,4.5585,0.0,485.6065,2.2759,102.3887,5.1226,7.0742,3.6904,400.0,2.5237,31.3043,53.4181,1.8867,3.7112,8.5984,7.0535,5.3855,2.9855,25.8221,78.7218,25.4693,26.5792,81.9893,0.0,81.3187,411.6863,0.0,41.2783,2.7982,8.337151866889243,5.676,328.0947,0.0,0.0,36.8703,907.91,5.6104,5.7479,4.6084,0.9228,7.7076,409.616,74.074,17.09,7.5999,65.3723,4.1722,0.4185,32.2583,2.28,0.9316,11.7924,535.2509,9.32,3.0902,1.7412,14.0012,109.4273
2008-07-30 21:16,1,3004.09,2388.74,2223.8,1503.1248,110.06,200.0352,4.2144,404.6055,11.0203,189.0149,63.6,85.1197,9.1784,50.2165,49.7835,118.771,3.698,352.2036,143.1018,736.5657,133.4555,628.7609,129.8657,2849.0,15.9527,353.9182,119.0545,24.0473,30.4154,706.1504,148.3109,621.2836,153.9723,1902.0905,8722.96,105.32505486638368,233.778369238807,55.9712,1004.4368,38.7724,95.0,165.8,160.8,68.0999,297.1899,7.09,7.51,4.5412,9.6466,4349.0,744.0,2.8,20.7,10.0,17.966,5.88,14.12,52.203,6.08,85.912,3.0246,135.0925,2.3459,25.365,2.6061,24.7946,52.7503,52.8454,106.2587,2.0638,1.638,2.2414,2027.8528,359.805,6.4035,2.8055,6.2104,1.867,4.7527,14.5126,23.5595,52.1028,10.6008,4.3222,5.5191,6.7316,19.7715,32.0435,6.4419,2.6432,8.7457,206.3425,151.1153,2.047,67.8394,1.8561,41.2075,3.2676,138.1616,4.4025,27.7533,35.7585,2.8564,4.3011,6.988,11.1713,4.406,2.2457,40.1977,183.6233,19.135,25.6666,74.3834,229.511,0.0,107.8892,0.0,41.5108,0.8947,7.35877521853161,7.1023,769.2308,0.0,0.0,0.3815,0.0,4.1913,5.2418,5.8869,1.0409,6.7215,399.008,72.098,15.45,6.2498,76.4442,3.8721,0.6519,32.2583,2.75,1.066,26.7783,533.7473,8.22,2.8877,1.54,12.0404,145.6339
2008-07-31 20:18,1,2990.22,2483.66,2206.5112,1244.1552,101.6667,191.225,11.4142,408.2936,9.1557,182.0693,68.0,85.794,8.7599,50.3802,49.6198,117.6882,1.886,363.9736,130.7109,733.3332,142.8191,637.5036,198.5732,2892.0,18.3209,360.1082,109.0318,21.6791,29.9815,703.3516,142.2373,611.3773,145.6322,1775.4565,8307.91,102.10435720653712,227.44444390379783,58.1062,1006.1589,38.6809,146.0,182.7,157.4,72.2,174.8,3.38,8.432,0.4882,4.8294,11838.0,1687.0,1.4,15.71,7.31,19.906,5.02,15.29,56.273,3.75,61.901,5.0637,92.9583,2.3288,7.12,4.6053,36.4612,73.5217,56.7312,62.855,1.2074,1.8374,2.6859,5088.9574,824.032,5.115,2.2264,5.727,1.5558,4.2151,17.4972,21.3161,28.6717,2.2381,6.749,6.1099,6.3374,14.0497,36.9824,3.3246,2.1971,8.9956,301.5478,0.0,0.6396,66.4086,2.0652,5.3318,2.7839,0.0,2.0588,42.3077,68.0747,12.9641,5.0199,5.5925,10.8036,3.5149,2.3984,28.3387,44.4379,15.8463,11.9686,55.4003,303.5106,0.0,225.5916,839.6601,68.4923,8.0405,6.601487282304951,5.2357,896.861,455.336,372.6708,4.0383,0.0,4.0078,9.0456,5.4935,5.0462,11.9059,403.422,82.242,21.77,10.192,87.3485,5.3963,2.5656,34.4987,12.19,5.0603,19.4405,535.8027,7.39,2.3288,1.3792,17.0532,87.3034
2008-01-08 5:52,1,2980.84,2628.76,2187.5222,1268.6598,102.4622,195.2619,14.1603,426.2799,9.1136,186.1483,68.1222,84.3585,8.7495,50.4362,49.5638,117.7078,4.063,357.7509,130.1245,725.1731,139.9645,627.84,203.4994,2891.0,9.05,353.4373,99.1745,30.95,39.683,685.4901,144.72,597.3318,131.1704,1780.3646,8999.1098,103.34890667289356,230.70048452919627,55.5313,1004.2077,41.9975,84.0,201.6,171.6,40.5,141.839,4.26,8.417,0.4198,3.3745,2013.0,3523.0,3.0,13.52,8.14,17.355,5.55,9.72,80.761,4.49,63.059,4.434,125.5107,2.6554,24.105,5.0666,23.3475,76.622,62.6897,59.81,1.4624,1.3769,2.7575,881.5881,1683.2456,4.4627,2.473,5.1001,1.8775,3.0379,24.6111,23.1316,38.5539,8.2934,3.8286,6.7632,6.5278,11.1802,26.8972,4.1576,2.027,3.7077,415.3191,543.2099,1.229,65.6838,1.9745,4.6062,-2.100584516732688,176.6136,4.4038,46.4789,59.8039,8.6075,6.0621,6.2556,17.4059,3.9653,1.5482,39.6861,22.0596,9.349,9.6388,60.9777,254.1243,0.0,0.0,208.137,62.7188,3.9494,7.355251762676124,7.0497,0.0,0.0,843.2432,2.3966,0.0,4.7819,9.5491,6.2521,1.6936,12.064,408.39,71.906,17.56,8.0411,87.9887,4.2998,1.6967,13.9158,8.56,3.7768,9.895,532.2164,9.7599,3.2033,1.8338,16.3616,187.3554
2008-04-08 0:39,1,2971.99,2502.62,2239.3,1192.7495,100.1189,201.9597,4.7482,404.6931,9.6496,192.31,62.8333,83.8746,9.2658,50.2261,49.7739,119.104,2.051,351.2655,128.3009,719.4658,146.8727,626.4391,220.7331,2859.0,12.4309,347.1809,100.7318,27.5691,37.4995,681.9664,155.6164,603.5291,138.3167,1883.8396,9054.92,100.32072953969056,228.4031948996197,57.7826,1004.2077,41.9975,119.0,114.5,141.8,95.4001,369.522,6.9,18.685,0.8039,5.0181,1757.0,13977.0,4.8,18.43,8.67,32.633,7.75,16.99,56.977,7.5,99.301,2.5736,171.8003,2.5844,24.105,5.0666,30.9957,47.4083,52.1789,136.6108,2.5608,1.9712,5.1165,741.3557,9883.2315,5.3995,2.4015,9.9304,2.1588,5.2706,16.5883,27.0557,50.9815,8.2934,5.3672,3.8526,5.6661,30.9807,13.5951,6.8918,5.0567,3.8232,0.0,636.8627,1.6419,134.9359,4.6171,8.3304,2.4066,0.0,7.6393,36.8852,55.1506,8.563,1.967,6.7576,9.4589,5.2767,2.7122,25.8126,99.0397,25.3071,18.9788,104.6923,703.3816,0.0,208.284,433.7572,34.1681,1.5126,8.379643709070544,9.1197,0.0,0.0,869.5652,2.6626,0.0,4.4725,5.3787,4.8728,1.6936,12.064,400.372,80.39,18.25,8.5986,67.9833,4.5583,1.8161,33.199,4.14,1.5754,29.6955,531.81,13.76,4.5061,2.5874,8.9008,15.2909
2008-04-08 20:58,1,2992.4,2467.07,2191.6667,1107.433,103.4233,199.6784,7.6212,395.5722,10.1679,189.5104,62.7556,85.6039,8.7588,50.179,49.821,118.6704,5.103,354.0755,154.8682,755.794,136.2627,645.2064,201.2522,2875.0,11.5591,357.5818,126.4273,28.4409,39.2802,716.5138,147.4645,631.4736,162.0085,1805.2925,8887.5198,102.24046246972088,238.5986380802324,57.887,1006.4114,44.814,92.0,162.0,144.3,70.3999,774.816,8.1,6.156,0.4659,9.4016,3986.0,1104.0,3.2,12.1,11.19,21.486,5.89,13.04,48.896,7.92,72.05,4.9126,106.5371,2.0666,21.357,4.0441,24.2871,60.0743,55.5934,244.0673,3.1604,3.1449,2.1656,2243.428,585.3819,4.1373,3.3804,5.9438,1.9145,3.9535,17.601,18.8217,32.0989,5.5066,4.1167,5.4137,5.849,69.965,45.1768,7.8319,4.2298,7.0768,730.3633,0.0,2.196,47.4598,1.5562,4.5822,2.4066,219.9203,5.0992,35.8566,49.2847,2.0964,4.1171,7.2255,15.7186,4.3225,2.0211,24.2959,114.0337,31.2499,36.4566,77.0063,282.5225,574.0113,644.3603,135.8173,77.5737,2.3438,7.61002508812353,5.9014,0.0,0.0,858.5366,1.9221,0.0,3.5701,6.8054,6.047,1.8575,9.0242,411.426,73.26,23.42,10.5828,88.3507,5.6924,2.2249,24.2141,10.29,4.1759,6.4671,533.9136,9.27,3.3384,1.7362,17.9666,192.2985
2008-05-08 7:12,1,3002.85,2502.05,2232.5889,1717.275,104.1067,198.8576,5.7237,403.9325,9.4372,189.4203,60.2667,85.8965,9.2405,50.157,49.843,119.2274,2.634,353.6709,156.6227,757.4377,134.71,645.0036,194.1495,2875.0,18.5764,354.1645,135.1991,21.4236,30.0601,727.3776,144.9582,634.3218,163.8571,1787.9799,8721.5101,102.24441691432096,234.04504171562223,59.2637,1001.0291,38.0893,86.0,213.7,164.1,60.5,245.0861,6.03,13.191,0.9413,11.1657,4597.0,403.0,3.3,14.42,11.28,22.5681,6.13,11.67,79.699,11.59,10.399,3.6287,126.1464,2.664,15.366,3.3889,23.3035,73.4182,54.3442,78.9197,1.7272,3.8318,3.789,2187.4828,183.1375,4.4137,3.4849,6.1942,1.8027,3.6098,22.9007,3.3325,35.9167,5.4086,3.8665,7.1166,6.5586,14.2718,30.8039,5.7921,3.0264,4.7183,602.2642,401.1585,1.9375,60.1531,3.2656,9.9739,3.3647,222.6519,5.4757,25.2632,42.8223,13.2623,6.0767,7.202,12.4659,4.5505,1.8093,41.0503,164.954,60.3792,26.6958,40.667,190.8087,0.0,458.5103,0.0,47.3208,2.4885,9.242448671784445,7.0552,0.0,0.0,278.6517,1.0703,0.0,4.4952,4.5405,5.6692,2.5433,8.8973,406.308,73.16,27.75,10.3714,303.55,6.8298,15.6096,17.8215,6.447297769557736,2.1444475451840117,23.012286909265285,532.1818,11.6,4.1584,2.1797,12.8759,45.6835
2008-06-08 5:40,1,3003.13,2714.3,2171.9,1811.8799,99.22,199.1319,5.5904,414.1055,9.7109,189.421,67.6333,85.324,9.6272,50.4945,49.5055,117.796,4.682,360.4536,127.5782,725.3678,142.7427,630.7745,216.5385,2894.0,6.6636,354.6227,94.2418,33.3364,43.541,681.8268,149.5082,598.3727,138.132,1761.9102,8857.02,102.54499369166,230.7753344068888,58.8617,1001.0291,38.0893,118.0,189.7,164.3,44.8,169.5431,5.71,13.747,0.9728,11.4284,6102.0,3536.0,1.9,12.77,7.22,18.004,4.65,11.76,57.741,6.45,88.611,4.1869,101.0912,2.2887,15.366,3.3889,31.2321,68.4225,56.4517,64.1327,1.8979,3.9282,3.8379,2950.4505,1679.6066,5.0305,2.1434,5.1967,1.6364,3.5185,17.8067,26.7676,35.7538,5.4086,5.3852,6.3167,6.0531,9.3573,29.0909,5.7549,4.9359,7.7387,617.8964,407.4199,2.4358,91.6398,3.3197,10.0179,3.609,601.105,2.8093,34.9138,101.6688,14.3175,6.2899,5.6593,9.7346,3.2576,1.8644,26.6655,50.7689,15.0065,46.8326,120.2304,566.3869,46.9578,349.7198,0.0,55.0842,1.6311,8.280301288908307,5.7376,214.7882,204.333,800.0,1.7873,0.0,3.8883,4.6823,5.8837,2.5433,8.8973,399.94,80.588,15.93,6.6333,85.1656,3.9831,1.7869,22.6253,4.04,1.9797,17.9238,527.1709,11.21,3.6972,2.1264,23.5428,289.9234
2008-07-08 11:40,1,2973.86,2359.01,2196.6555,1066.1908,101.89,198.2289,9.5221,403.3885,10.7177,187.5112,65.8,85.4579,8.6667,50.2987,49.7013,117.955,4.866,358.9764,124.9991,721.505,147.7673,631.7427,214.7661,2910.0,26.7745,357.16,111.7736,13.2255,20.1161,701.3889,152.25,621.1836,150.52334623540546,1832.1146,8549.8,101.85059348994264,230.4896559088353,57.9642,1012.1967,36.5767,136.0,123.9,151.3,64.0999,480.957,4.58,6.774,0.8158,3.6348,788.0,157.0,3.1,14.82,7.08,16.977,6.32,9.41,40.839,9.01,104.261,4.7209,63.5398,2.9093,8.14,2.3331,34.4617,48.7921,48.2584,149.675,1.4215,1.4851,2.2494,361.1809,68.4513,4.422,2.1717,4.8639,1.7369,2.742,12.7978,29.4107,18.7764,2.7696,6.0503,4.1663,6.4137,45.1098,10.6427,4.495,3.5498,3.6098,0.0,0.0,2.1292,129.4674,1.6793,7.6113,3.609,10.4649,4.7112,19.0813,25.1246,3.4017,3.9971,5.664,10.4207,4.277,1.4895,19.0156,128.9886,64.0186,40.9515,144.5999,230.2835,0.0,183.7686,128.3202,67.2986,2.3187,6.61407613733412,3.4681,0.0,0.0,0.0,2.1444,0.0,5.0191,4.5816,5.2619,2.9848,6.3787,401.08,80.404,21.84,10.2357,48.3734,5.4453,1.9029,32.8864,5.22,2.0481,8.6607,535.0655,8.1,2.8442,1.5138,5.1798,58.5665
2008-08-08 8:44,1,2959.86,2491.19,2208.0,1835.9832,100.2478,196.7845,3.3456,419.7146,8.0711,188.7133,63.9,84.5407,9.1638,50.1709,49.8291,119.7114,2.963,365.1745,134.7691,740.0988,140.8545,640.7982,204.4244,2870.0,26.4509,364.0036,121.22,13.5491,16.2355,723.8633,147.2291,632.4527,146.9477042486372,1881.9657,8564.08,103.57673068411168,225.62469801377728,59.0892,1000.0948,39.2181,73.0,184.5,95.8,51.7,846.8969,10.26,16.435,1.6223,5.6626,10391.0,138.0,4.6,15.01,7.74,22.876,3.84,15.5,57.751,3.55,37.836,4.4947,138.3851,4.5096,13.363,3.72,19.4722,68.4336,38.9485,293.0355,2.955,2.1554,5.2573,4777.9626,57.4978,4.8377,2.3517,6.6825,1.0947,4.8146,19.443,10.2951,49.5449,5.3196,3.3281,6.2334,3.8456,46.1277,179.3389,10.2346,4.9267,6.6146,0.0,0.0,1.5273,158.2659,3.9158,20.0998,1.459,9.6033,7.1987,12.3288,37.9518,3.7453,2.3479,5.7432,9.7109,2.7262,2.4189,28.2505,213.7686,25.4997,7.2331,17.0223,0.0,371.4286,197.0461,0.0,63.419,3.1587,8.844233795670066,7.3532,919.4805,0.0,0.0,2.9804,0.0,7.6318,4.1329,6.2993,3.5363,9.4854,404.498,81.316,18.15,8.3114,47.0943,4.487,2.066,16.8093,4.59,1.8099,33.1318,535.4327,10.45,3.559,1.9517,14.5937,128.2819
2008-08-08 12:37,1,2964.77,2524.44,2181.5111,1177.083,100.9333,195.5249,11.7113,408.0994,9.8767,185.6482,69.0111,84.818,8.6309,50.2512,49.7488,117.4996,2.408,358.2536,152.1936,757.5634,136.8164,647.2636,221.8122,2889.0,-12.1527,363.4,120.0409,32.1527,42.2381,715.3253,140.6955,624.1364,159.4074,1802.995,9209.45,101.3463927238413,231.99120697689068,58.974,1012.6356,40.0084,127.0,165.6,152.0,60.6001,377.64,6.18,11.782,0.4411,5.5518,4048.0,53.0,3.2,15.39,6.38,24.483,6.48,20.22,56.252,6.63,105.003,3.4617,81.6494,2.9257,9.28,3.4688,31.3971,56.7401,56.7683,116.062,2.0836,2.1412,3.6247,1828.5727,23.7539,4.4012,2.0105,7.5104,1.6939,5.5044,16.9551,35.3803,27.0638,3.2576,5.8347,5.5856,6.0211,32.0827,6.9466,6.1228,4.0317,6.7415,513.4421,933.1137,1.6525,117.9376,2.887,4.4661,3.2774,3.3613,4.6369,56.25,38.1356,2.2187,3.4309,4.192,8.0268,4.7363,3.1239,25.3602,69.1393,19.3947,22.4486,89.7512,219.5726,267.4464,501.573,383.1325,46.711,1.6133,6.085175909229263,4.5285,375.5372,464.2254,455.814,2.986,0.0,4.961,4.6202,4.6153,3.7432,8.6702,400.444,81.354,21.11,9.2421,83.5888,5.2717,1.77,57.5388,7.28,2.6124,10.4638,536.0109,6.11,1.9061,1.1399,14.0347,128.2819
2008-09-08 9:16,1,2889.26,2529.16,2184.8778,960.8486,102.5333,197.595,4.4969,410.5465,9.4154,188.1796,70.1889,84.87,9.4832,50.381,49.619,118.205,3.102,350.0027,145.0791,740.3189,141.0573,636.1391,228.2032,2827.0,2.5827,350.7109,107.6618,37.4173,48.12,692.1989,146.3664,604.7391,140.0144,1791.5292,8513.0,101.53368841994194,232.85933569390124,57.9178,1004.8728,36.9917,127.0,107.2,74.7,76.7,558.185,6.79,24.113,0.3703,4.2193,1424.0,1790.0,3.1,15.51,9.2,33.6,8.27,18.11,71.412,8.9,59.247,4.6847,94.5033,3.0988,17.942,4.2332,31.3971,34.6472,25.0115,158.0936,2.1479,1.4157,6.8362,609.3797,746.7934,5.2221,2.6606,10.3893,2.4886,6.2002,18.179,19.7701,28.274,6.1702,5.8347,3.7103,2.9535,58.0929,43.3916,6.6222,4.3672,7.1378,492.9432,0.0,1.6743,104.7831,5.8734,3.9329,4.7961,215.2736,4.4167,137.1951,178.4338,17.3774,3.5995,6.3414,4.4981,5.8629,2.8469,31.2932,38.5669,20.8582,4.9742,54.6523,0.0,0.0,226.1082,84.41,65.9004,1.2557,7.143589845018585,5.275,0.0,0.0,800.0,2.3722,0.0,5.3504,4.1607,6.8647,4.1391,11.4437,402.792,81.476,19.71,8.9499,39.0201,4.8933,2.1479,32.8864,3.36,1.5174,21.2832,531.7309,9.84,3.6718,1.8506,10.6375,23.3511
2008-09-08 11:42,1,3041.56,2508.56,2184.8778,960.8486,102.5333,200.0665,4.8999,409.967,9.9098,190.1566,69.3222,84.87,9.4832,50.381,49.619,118.205,3.102,351.1755,143.7655,738.9797,140.8873,635.8282,239.4934,2827.0,4.4282,351.6009,108.1936,35.5718,45.5115,693.4682,146.1964,605.9909,112.325,1765.5097,7929.63,102.80389654235417,229.90128931001743,59.6106,1014.2878,36.0755,93.0,80.0,69.3,76.7,558.185,6.79,14.411,0.3498,9.6646,4870.0,14224.0,3.6,14.54,9.75,32.524,3.99,18.8,56.562,6.64,58.611,4.0532,148.5872,2.4962,8.34,3.0933,25.045,28.2396,23.4079,158.0936,2.1479,3.3897,4.9651,2547.2565,6631.5799,4.5434,2.7983,10.2472,1.1884,6.2264,16.1358,19.7316,51.6383,3.1434,4.1278,2.6302,2.7625,58.0929,43.3916,6.6222,4.3672,7.9623,314.3832,0.0,2.9669,110.002,3.5152,3.5297,4.7961,751.2015,5.1931,41.3793,79.6016,12.2179,4.5972,6.7819,11.3623,2.832,2.9568,23.6174,49.0661,16.4244,12.5394,54.5744,0.0,223.4165,158.929,79.6865,53.8977,2.0929,7.655577489638405,8.4161,0.0,0.0,0.0,2.4539,0.0,4.1875,3.5123,7.1481,4.8629,8.5745,405.532,74.302,20.16,9.1316,37.3616,4.9712,1.6958,82.0961,11.85090252878598,5.081759792608661,25.088561998769286,530.9354,7.69,2.6177,1.4484,6.7554,23.3511
2008-10-08 6:00,1,3058.89,2504.38,2221.9444,1551.6947,99.2678,198.6727,13.2758,408.0131,9.5528,189.1198,62.7889,85.7375,9.0998,50.1482,49.8518,119.5608,5.31,360.3618,140.6082,748.1764,145.3473,646.3173,213.973,2868.0,4.9745,358.7136,105.5827,35.0255,46.6654,701.511,149.9491,614.2455,148.1887,1767.801,8641.0299,100.9360619847489,237.50476501483547,60.9465,1005.8207,37.0159,85.0,74.7,89.9,59.5,326.111,4.21,11.771,1.3119,7.9016,2625.0,9735.0,4.2,16.64,11.41,35.4969,4.47,23.58,40.022,7.29,66.324,3.8807,127.6479,2.2887,18.195,2.129,26.6401,27.6842,25.6734,94.5242,1.4077,3.1083,4.0238,1129.4764,4242.4646,6.13,3.0316,10.7788,1.5004,7.5469,13.8555,21.6571,38.8656,5.8848,3.8406,2.4421,3.5897,21.0164,19.8827,4.2411,2.7832,4.7412,562.6374,0.0,0.6991,96.0167,2.885,13.7334,2.8684,138.7345,6.6891,23.4783,27.6074,14.0597,3.7583,8.1148,8.7738,3.0754,3.6484,18.7042,65.0414,21.6049,14.6159,57.6592,0.0,196.2373,436.3264,0.0,59.973,1.6936,9.406367605609429,7.2207,0.0,716.7421,381.8182,6.0411,0.0,3.7553,5.2476,5.6054,4.443,5.7516,402.852,74.11,21.52,9.518,59.303,5.3419,2.0375,20.6779,2.99,1.1533,21.5469,536.36,10.12,3.4818,1.8868,8.912,0.0
2008-10-08 7:01,1,2928.03,2497.03,2221.9444,1551.6947,99.2678,201.4312,4.4757,414.649,9.8867,191.5444,63.7889,85.7375,9.0998,50.1482,49.8518,119.5608,5.31,358.9591,140.4891,746.5078,145.2345,644.6827,200.3328,2878.0,27.4136,358.6082,127.9027,12.5864,19.9389,726.5689,147.1009,633.6118,168.8704,1843.7237,8611.2201,100.7202811790518,233.2720940478352,59.149,1014.2878,36.0755,61.0,210.2,164.2,59.5,326.111,4.21,21.184,0.2277,8.295,141.0,2601.0,3.3,23.32,12.52,38.413,11.64,23.86,50.11,5.93,100.04,3.2549,87.8372,4.551,8.34,3.0933,15.9558,72.8116,59.0982,94.5242,1.4077,2.6571,6.0327,71.0657,1151.2273,6.987,3.5379,11.3803,3.2284,7.559,17.0481,32.7984,27.2835,3.1434,2.8234,7.1789,6.5758,21.0164,19.8827,4.2411,2.7832,6.0023,0.0,828.3186,2.3824,84.5896,5.1089,2.3027,4.1588,113.8916,5.1733,90.393,104.2529,20.6688,7.2278,8.9117,12.8639,8.0146,3.701,25.0134,185.6174,41.3963,57.7332,143.2423,469.4396,52.532,252.4431,553.446,44.4645,1.546,7.537210292994695,4.7641,331.4286,959.0778,0.0,1.2787,0.0,7.6941,5.4179,6.243,4.8629,8.5745,406.748,81.724,23.16,10.2848,87.2661,5.6939,2.3004,51.1223,6.59,2.7987,27.4253,536.0336,7.3701,2.592,1.3749,16.1636,264.7525
2008-10-08 15:59,1,2936.64,2509.65,2221.9444,1551.6947,99.2678,200.3313,4.7401,428.7618,9.3127,191.0186,61.3333,85.0922,9.2007,50.1899,49.8101,118.2566,1.946,356.6718,148.2945,749.0804,133.2645,638.2309,66.8028,2880.0,12.8982,363.3164,121.1927,27.1018,34.6022,714.4782,142.9082,627.4173,165.6019,1859.3656,8538.2901,102.203959975054,240.6895889118801,59.1221,1003.8518,37.2527,93.0,170.5,171.6,59.5,326.111,4.21,13.117,0.2726,8.0124,3749.0,503.0,3.2,17.48,7.14,23.956,9.48,24.53,31.94,5.98,104.524,3.8328,108.5968,4.4628,19.256,3.2025,25.9567,70.8351,61.5839,94.5242,1.4077,2.5972,4.5992,1874.5,251.5,5.4567,2.219,7.0527,2.7153,6.4163,10.8059,32.363,32.999,5.5788,4.3078,5.806,6.8376,21.0164,19.8827,4.2411,2.7832,8.2781,209.6948,364.5412,0.9323,121.8542,3.0593,2.927,1.5939,400.0,5.2174,55.9809,45.2119,1.9175,5.4314,4.8147,19.0372,7.1137,3.8434,47.8124,130.9457,23.4868,43.263,133.2224,779.102,134.0541,124.7056,158.6943,52.023,2.2342,9.325677518775551,5.8405,562.249,399.5785,0.0,2.111,0.0,7.5485,6.5134,6.3394,4.5063,8.5967,407.112,76.834,25.14,11.6094,77.6952,6.1752,1.9523,69.6312,7.17,2.8432,30.3087,532.0545,9.38,3.5158,1.763,17.2239,118.2289
2008-10-08 20:07,1,3074.69,2391.71,2221.9444,1551.6947,99.2678,201.0161,5.1672,417.2615,9.4571,191.5589,64.1333,85.6626,9.1502,50.2288,49.7712,119.3708,3.958,357.3218,148.1245,749.6201,134.6209,640.0673,72.4651,2880.0,12.3073,361.7682,120.4318,27.6927,34.9855,714.6346,144.6609,626.8609,161.9962,1829.0059,8932.8999,102.791752434253,233.57183749731996,59.0127,1004.8728,36.9917,90.0,74.6,102.5,59.5,326.111,4.21,19.383,0.7624,7.7288,5617.0,16855.0,3.3,17.69,8.61,25.141,11.24,17.18,30.463,8.0,49.938,4.1614,164.0906,4.6582,17.942,4.2332,27.5907,27.3041,31.3388,94.5242,1.4077,2.6481,5.1748,2610.2404,7927.3992,5.5162,2.7593,7.3807,3.6771,4.8472,8.7353,19.4009,53.9414,6.1702,4.0794,2.4263,4.2856,21.0164,19.8827,4.2411,2.7832,5.1541,430.3511,418.0781,0.8885,56.7427,4.6453,8.0617,1.5939,277.0723,5.1455,40.4082,41.9028,7.9978,5.4047,5.8127,18.1904,8.3494,2.6841,42.0382,172.7193,24.656,22.4882,60.6404,894.9523,0.0,284.0237,630.9859,55.7545,2.1985,8.804371483882667,8.9716,0.0,550.2439,851.6129,4.4161,0.0,7.8936,4.137,7.5259,4.1391,11.4437,403.5218098820512,75.364811470277,17.941707271210994,14.154431507885349,43.82274114438963,7.433296515702537,2.20607940009378,59.3942,10.48,3.8235,23.9308,532.4191,12.41,4.21,2.3309,16.7292,211.6182
