Time,Pass/Fail,F0,F2,F3,F4,F12,F14,F15,F18,F21,F22,F27,F28,F32,F33,F34,F35,F36,F43,F45,F46,F48,F50,F51,F55,F60,F62,F63,F64,F65,F66,F68,F70,F88,F90,F115,F117,F133,F134,F135,F136,F137,F140,F142,F150,F151,F160,F166,F180,F182,F183,F185,F187,F188,F200,F201,F208,F209,F218,F223,F225,F250,F252,F268,F269,F270,F271,F272,F275,F277,F286,F295,F316,F318,F319,F321,F324,F337,F344,F361,F363,F388,F390,F406,F408,F409,F410,F412,F413,F415,F416,F418,F419,F423,F424,F429,F433,F434,F435,F436,F437,F438,F439,F440,F453,F454,F456,F457,F459,F460,F468,F470,F472,F473,F474,F478,F480,F482,F486,F487,F488,F489,F490,F491,F495,F497,F499,F500,F511,F520,F521,F522,F524,F525,F527,F539,F541,F561,F585
2008-08-18 5:25,-1,3056.95,2195.7666,1015.3046,1.3663,200.2559,8.9373,422.4767,190.4327,-4992.0,3445.0,7.357,69.7889,87.4809,8.6829,59.7711,79.2786,40.2289,350.7745,119.1064,704.5502,142.3927,612.2736,54.4623,2819.0,347.1682,97.1609,12.9954,21.9455,25.0574,679.4928,154.9491,599.2782,1862.8531,8923.91,773.7631,59.3097,1005.6298,38.0405,131.0,65.7,100.2,0.1012,4.28,3.136,16.614,3418.0,2.9,19.09,8.5,30.587,8.69,15.06,29.953,17.62,4.44,27.791,0.0,4.6782,100.0942,898.0996,92.7363,3.5311,12.012,3.6465,31.9114,23.6147,33.4448,0.0375,1.4571,4.2361,1594.0159,5.2245,2.3813,9.0712,2.6427,7.8811,1.266,7.8289,29.5415,250.5164,24.7656,1.2181,4.2601,6.0079,2.1492,3.9298,18.8384,7.4051,4.2184,2.7342,346.9127,0.0,35.089,3.9325,3.1033,266.1528,11.1596,6.6533,1.8078,4.1554,60.5769,62.1881,9.7612,5.2182,7.1365,13.9598,6.1028,2.4597,54.9977,24.5921,1.1757,135.5862,20.232,18.7329,0.0,50.7048,387.2955,394.2464,102.0419,117.5768,300.5236,63.6457,2.6544,5.3732,10.064,536.2046,0.0,0.0,3.2987,0.0,11.9851,5.9537,5.9565,7.9726,3.1646,9.5858,19.4765,2.8682
2008-08-18 6:07,-1,3050.29,2185.8111,995.3928,1.3714,200.5169,10.9913,415.6168,190.2472,-6834.5,3011.5,5.1422,68.5667,83.8879,9.1757,50.4244,64.3159,49.5756,362.0909,140.7591,745.0176,139.2491,642.0991,63.8875,2914.0,364.8518,121.4645,10.9861,19.2945,24.1262,720.8914,145.9818,632.2982,1863.9632,8805.3899,647.8381,56.5165,1004.895,37.0129,90.0,88.2,96.5,0.1021,3.84,15.455,6.066,361.0,2.1,20.1,13.59,17.249,11.55,11.0,22.264,13.59,12.08,88.506,0.0,4.5909,110.5027,1118.3003,132.3473,3.9961,17.728,3.4877,27.5907,31.2187,31.9989,0.0394,1.3579,1.934,148.8276,7.2747,3.9535,4.6512,3.9842,6.6248,3.3922,29.8074,36.2227,367.686,39.9895,1.0656,6.8091,4.0794,2.8915,4.0165,12.7433,7.4461,3.7412,2.5448,366.8611,777.8894,140.6116,1.4595,3.0375,8.5245,12.0145,5.0125,2.4697,3.0627,48.1283,51.049,3.308,7.4326,9.6548,18.793,8.2945,1.7131,34.8488,58.3421,8.7604,123.7018,62.6084,59.8602,0.0,74.4042,664.32,0.0,109.1243,328.6211,128.9846,66.0121,2.2701,5.9284,12.7002,0.0,0.0,0.0,10.5363,0.0,20.4291,7.0707,9.0981,8.5328,3.4319,9.4229,24.455,2.7856
2008-08-18 6:11,-1,3079.9,2178.7333,1039.3641,0.7367,200.0306,8.6903,411.4949,190.5988,-6353.75,3223.75,5.1958,61.0667,85.9034,9.2171,50.4176,64.0491,49.5824,350.0382,132.4282,718.7252,136.3055,618.7718,51.593,2830.0,349.24,113.5555,11.1018,18.8727,24.2043,694.5209,144.8745,607.67,1840.2843,8728.38,658.8925,59.5222,1004.9778,41.6229,63.0,82.9,115.1,0.0958,5.78,3.198,11.622,622.0,3.0,17.0,15.2,35.714,8.3,19.35,16.336,20.28,11.54,90.529,0.0,7.5869,164.4166,1539.2998,144.1272,2.2751,18.67,3.3945,17.3769,27.3287,36.8376,0.0333,1.9727,3.1451,274.4113,5.2077,4.3606,10.0646,2.6784,4.847,3.1612,23.9566,50.2293,446.5893,42.4255,0.6783,5.897,2.8904,2.6916,4.6722,21.6195,13.0099,5.695,3.0361,135.485,834.4423,36.7998,2.8243,3.5128,10.4685,9.6115,2.9941,1.5975,4.9127,22.7848,20.1593,4.6439,7.7702,11.4779,10.2847,6.0893,3.1272,31.6632,0.0,2.4153,182.673,61.1464,36.853,0.0,80.8158,0.0,572.5531,92.2001,362.7119,198.9613,118.7222,2.285,8.9343,17.6356,0.0,0.0,0.0,2.0368,0.0,21.8742,3.8223,4.1721,6.9061,3.4181,8.1554,45.6897,2.7444
2008-08-18 6:26,-1,3016.16,2185.8111,995.3928,1.3714,199.0302,13.8365,419.3459,188.3898,-6425.5,3123.5,5.1478,71.7222,87.4809,8.6829,59.7711,79.2786,40.2289,364.9445,129.4736,734.9184,146.47,640.8882,195.4163,2866.0,362.0564,105.8809,21.8055,23.5927,31.6904,703.228,151.1455,619.0827,1836.552,9236.9602,720.0469,59.4864,1005.6298,38.0405,90.0,86.9,139.8,0.1021,3.84,12.667,4.752,765.0,2.8,22.69,9.34,34.518,8.04,20.86,68.735,18.04,6.31,49.077,0.0,4.5377,182.1221,979.7998,147.2404,4.0322,12.012,3.6465,27.5274,25.2965,46.3656,0.0394,1.3579,1.4908,316.2346,6.7371,2.7868,10.471,2.5518,19.6809,1.7039,17.4921,54.2373,289.1514,39.1589,1.2682,4.2601,4.0918,2.8811,5.8689,12.7433,7.4461,3.7412,2.5448,385.5044,0.0,91.548,1.1332,2.9866,6.3892,12.9262,5.6554,1.9037,3.904,43.2692,52.2353,5.3388,6.4217,7.2138,10.5425,5.4892,3.2549,35.1736,38.4586,2.1448,82.7315,26.7455,20.2712,0.0,42.2662,475.484,191.3,103.4289,469.5652,224.951,64.7888,2.2255,9.9165,10.6074,0.0,0.0,378.9474,1.8169,0.0,20.4487,6.7783,3.9869,8.3543,3.1646,9.5858,29.3353,2.7036
2008-08-18 7:11,-1,2972.78,2197.2667,911.2054,1.3257,200.1786,10.0227,424.9582,190.8074,-6565.5,2909.75,4.9908,70.4444,85.0841,8.6406,50.0757,63.7959,49.9243,357.7273,128.4764,726.1268,139.8736,626.0773,53.4877,2863.0,358.1845,113.8782,10.2603,14.5982,19.9951,706.1317,145.1373,617.2,1797.7321,9070.58,690.4501,58.1356,1004.9778,41.6229,88.0,108.3,102.5,0.1972,6.69,4.662,15.592,745.0,3.2,20.55,10.11,33.231,6.62,18.28,26.464,14.76,4.62,84.43,0.0,3.9224,152.7609,662.7002,82.2055,2.689,18.67,3.3945,23.7868,41.0256,34.1498,0.0594,2.0741,4.5142,342.1797,6.1648,2.8567,9.8302,2.0159,7.6351,1.6328,27.8768,46.308,193.8457,24.3781,0.9143,5.897,3.932,3.6431,4.0777,20.6164,14.8775,6.4221,3.6421,237.0256,0.0,46.5143,3.6691,6.3645,12.9654,12.4288,4.099,1.3625,4.5426,43.2692,57.2418,3.2703,6.3152,7.8692,15.7569,4.7329,2.9198,49.4768,85.5268,2.8349,143.8558,31.6478,20.3752,0.0,61.7211,232.5678,443.3176,101.6052,232.7398,186.0892,52.7897,3.2324,8.4974,7.306,0.0,191.2644,0.0,2.5646,0.0,11.9061,4.6253,5.2214,7.1376,3.4181,8.1554,23.3263,3.6279
2008-08-18 7:23,-1,2872.01,2244.1111,1676.7316,0.9197,202.3023,9.1503,418.1526,192.3578,-5291.5,2743.75,7.344,66.6889,85.1817,8.6211,50.2667,63.9846,49.7334,348.6836,115.2955,699.8139,143.4136,607.3927,63.7273,2819.0,346.2427,102.1564,9.9963,13.1391,16.6703,683.1436,148.9973,597.3964,1858.0592,8223.26,702.2514,59.6506,1004.9778,41.6229,84.0,137.2,114.7,0.2973,6.33,5.518,10.166,537.0,2.5,17.33,9.55,29.3,7.85,21.42,25.754,16.0,5.41,97.969,0.0,5.655,124.1028,1599.2002,154.4897,2.1237,18.67,3.3945,22.8573,39.5405,33.2247,0.1157,1.8732,3.1633,280.3859,5.689,2.5496,9.0699,2.1349,7.5799,1.5936,23.4903,37.3969,498.4958,49.2235,0.6628,5.897,3.8604,4.7771,4.4628,17.9632,32.3291,6.2793,5.1493,947.7596,566.6255,60.3042,2.4312,1.9743,268.171,16.8906,2.669,1.4842,3.7488,44.3182,41.5521,16.4272,1.9924,8.2831,10.8658,5.4737,3.5265,40.4128,20.1408,2.064,160.0584,41.1748,22.7111,0.0,82.0637,583.0823,504.9968,96.5753,439.1367,221.4286,78.6531,1.944,6.6792,19.4473,265.1601,0.0,0.0,2.8064,0.0,21.9992,3.5603,5.2196,9.8656,3.4181,8.1554,9.3697,3.7157
2008-08-18 7:29,-1,3008.98,2197.6444,1247.0334,0.7865,199.003,10.887,416.0875,189.0515,-5521.25,2748.75,7.448,64.0333,85.5455,9.2655,50.3358,63.8677,49.6642,349.06,141.3509,730.1293,136.03,626.4409,162.1806,2859.0,347.4664,125.1218,10.5689,16.2291,22.9026,707.2267,144.4109,616.9991,1828.5711,9412.2001,801.634,59.7553,1003.854,37.6619,95.0,197.9,119.7,0.0848,7.42,9.555,21.857,288.0,2.1,19.3,10.25,33.802,10.13,17.43,46.429,21.39,7.75,51.024,0.0,3.0134,91.5863,888.0996,91.7325,3.6444,17.805,4.3742,28.7735,55.811,45.6405,0.0281,2.0781,6.0458,150.3604,6.8046,2.9411,9.7953,3.2322,15.4385,2.3909,16.3084,29.9882,264.9256,26.4345,1.2425,5.2764,4.3127,6.577,4.7433,36.0547,10.785,7.4259,3.7397,158.1666,0.0,87.7652,5.253,3.8572,92.5744,12.5406,4.3171,0.6445,3.2795,25.3012,33.1149,9.9293,6.1733,7.2515,7.4502,7.4469,2.7824,28.628,32.6029,7.2153,202.3861,47.7538,42.5281,0.0,42.271,0.0,0.0,108.3333,302.1459,70.0643,39.6448,2.7948,5.0086,9.4356,0.0,0.0,421.8182,2.6853,0.0,11.4432,6.0988,13.596,9.7463,3.3695,11.6144,12.4295,3.4009
2008-08-18 8:18,-1,2821.23,2244.1111,1676.7316,0.9197,201.4136,8.4048,410.0511,191.6132,-6346.0,3083.5,5.15,68.4222,86.4863,8.828,50.2667,63.9349,49.7333,363.0727,145.5518,754.2983,141.2491,649.8736,201.0459,2913.0,361.7036,124.7118,15.5709,20.84,30.0404,724.2579,147.8873,634.3027,1819.8672,8655.8501,748.6378,58.2193,1005.6298,38.0405,99.0,159.3,135.9,0.2973,6.33,7.753,15.858,638.0,2.6,20.01,13.64,21.145,8.61,13.08,87.74,28.95,10.73,89.997,0.0,4.9866,127.7813,488.0996,49.2623,2.9924,12.012,3.6465,29.2648,56.4434,47.6875,0.1157,1.8732,3.8582,284.5224,6.9261,4.305,5.4954,2.8454,25.2141,3.1707,28.1892,40.2071,151.6226,15.1181,1.0131,4.2601,4.5249,5.6465,5.3296,17.9632,32.3291,6.2793,5.1493,0.0,0.0,92.2447,3.8673,1.9414,9.6245,11.9343,4.6371,2.3883,3.7999,28.5714,45.2128,2.9154,6.9402,9.3712,15.0611,6.0956,2.0127,43.6418,0.0,9.6639,185.9241,51.4875,48.3416,0.0,116.7886,996.2466,356.496,921.6495,271.1071,345.1528,72.16,1.6133,7.0215,5.639,557.3162,0.0,828.5714,0.7077,0.0,6.5803,5.1399,4.0172,7.5811,3.1646,9.5858,37.6034,3.7041
2008-08-18 8:31,-1,3073.67,2244.1111,1676.7316,0.9197,202.0653,7.4945,403.1773,192.0718,-5213.75,2526.5,7.366,69.0556,85.597,8.5155,50.0426,64.004,49.9574,346.6073,130.7273,716.5169,143.74,621.0745,175.0643,2859.0,345.9509,116.1536,10.3545,14.5736,21.5935,694.9234,148.6155,610.72,1733.5523,8418.5601,704.8514,59.6888,1004.9778,41.6229,124.0,280.4,219.9,0.2973,6.33,4.941,5.445,247.0,2.9,16.63,7.46,31.545,5.57,15.82,73.243,19.08,6.12,61.128,0.0,3.7668,52.4263,620.4004,64.7705,3.9059,18.67,3.3945,33.7619,91.0567,74.3502,0.1157,1.8732,1.731,108.3036,5.4919,2.2311,9.3999,1.7547,23.4324,1.7786,23.1753,13.5869,199.7589,22.4446,1.3456,5.897,5.6366,9.1226,9.3595,17.9632,32.3291,6.2793,5.1493,0.0,828.2561,65.9287,1.3505,24.9711,179.7904,14.3487,5.5528,2.8645,4.1995,31.6583,64.3741,14.7703,2.1523,5.7065,13.5936,3.875,2.5472,41.8378,24.0695,4.7369,184.268,41.9936,33.3851,0.0,54.2822,491.5361,311.8536,87.618,573.8872,178.7569,50.3558,2.4021,3.0242,7.3694,0.0,0.0,868.0851,3.6383,0.0,9.1892,6.5437,9.1014,9.3095,3.4181,8.1554,48.9498,2.0884
2008-08-18 10:13,-1,3012.98,2243.7778,1502.9221,1.816,202.9595,8.7225,422.8784,193.527,-6454.5,3102.75,5.059,71.2444,85.482,9.3998,50.4069,64.2033,49.5931,350.5073,131.5245,719.3159,135.9036,617.9355,53.1731,2835.0,350.6927,118.1382,5.3233,13.3864,17.8522,701.4637,145.7164,614.5473,1858.0592,8625.08,744.2076,58.4718,1003.5358,38.859,88.0,86.5,132.4,0.4695,5.02,5.655,14.842,655.0,3.2,16.3,8.23,28.093,7.52,18.23,20.34,12.03,5.89,62.36,0.0,6.6052,124.1028,1149.7002,106.3976,2.8317,12.128,2.606,23.7868,25.1446,46.3175,0.1406,1.6857,4.5663,283.7973,5.5287,2.3064,8.5952,2.6668,5.6059,1.7255,20.8183,37.3969,352.7287,29.9127,0.9455,3.9318,3.932,2.8709,5.2996,23.3895,25.8517,4.9169,2.6786,519.9288,911.0157,64.8327,3.5098,2.6045,3.2609,11.9792,3.7165,2.0162,4.4916,30.0,67.5185,1.9765,7.8564,6.2574,21.6742,5.5333,2.9501,38.2524,22.1315,2.5278,225.9889,44.0,23.9243,0.0,64.1575,419.8142,431.1598,117.7638,196.988,209.1954,82.305,3.2324,6.6792,13.3297,435.6436,441.9355,363.6364,1.4024,0.0,14.2968,4.8428,3.5843,7.8284,3.4056,6.7063,95.8686,3.8122
2008-08-18 11:04,-1,3072.31,2176.6334,1272.409,1.3828,199.986,11.0353,413.1905,189.915,-5532.5,2691.25,7.2743,69.3778,85.5361,8.536,50.3421,63.9167,49.6579,361.1691,146.9227,750.7487,133.17,641.2618,59.4553,2910.0,362.0491,120.3836,13.6636,26.5391,33.0144,717.7344,145.1655,627.5982,1853.8926,9515.9101,825.7933,57.9911,1004.895,37.0129,143.0,265.1,155.4,0.1232,4.46,5.674,13.478,338.0,2.0,20.06,13.65,17.47,12.6,17.09,14.658,16.5,11.12,97.224,0.0,3.0996,124.5254,903.0,88.7617,4.7311,17.728,3.4877,35.396,81.8467,52.227,0.0373,1.4421,3.4259,163.3082,6.6604,3.6816,5.0614,3.8098,4.8179,3.3343,27.5685,45.5048,255.8951,28.4827,1.2689,6.8091,6.2861,8.6287,6.7314,22.0027,8.9068,4.4395,3.0422,254.0133,0.0,51.4169,3.2619,4.8709,88.005,3.5599,1.7717,5.6363,2.8828,80.1619,76.9536,12.1589,7.7224,9.2906,20.976,9.4616,2.6651,24.6538,170.0542,7.453,120.7588,41.9005,43.7385,0.0,88.3925,0.0,0.0,84.7203,0.0,72.7273,42.2577,2.7102,6.717,9.4894,0.0,0.0,332.4675,1.9438,0.0,10.7487,8.1584,5.7532,6.1656,3.4319,9.4229,13.6884,3.9151
2008-08-18 12:00,-1,2968.02,2197.2667,911.2054,1.3257,202.6334,9.6914,428.4552,193.1885,-5064.0,2689.75,7.2925,67.1778,85.6608,9.5713,50.3999,64.1016,49.6001,351.2655,133.8318,720.2424,132.66,617.7573,48.9271,2830.0,350.3255,113.9836,11.4203,19.8482,24.7192,695.5233,143.4045,607.7136,1831.864,9618.9899,816.0923,58.6862,1003.5358,38.859,140.0,166.9,128.4,0.1972,6.69,4.433,15.345,633.0,1.4,25.51,10.79,32.56,13.78,19.07,17.742,15.78,6.2,69.028,0.0,2.3309,86.8746,803.7998,65.7491,3.0006,12.128,2.606,35.4954,53.3965,47.4768,0.0594,2.0741,5.1552,303.4956,8.5149,3.0895,9.6137,4.202,5.2068,2.0268,22.9344,33.2321,254.8374,19.6203,0.9455,3.9318,6.2402,5.6233,5.1478,20.6164,14.8775,6.4221,3.6421,266.3524,857.3066,45.7418,3.5815,2.6591,207.6125,8.6891,2.7555,1.7278,2.084,58.0645,54.0865,14.1422,8.1757,8.0624,14.1347,10.3875,3.087,36.2621,0.0,3.4158,138.1748,31.2371,27.9864,0.0,67.4911,443.2074,0.0,118.4218,533.515,618.0905,30.272,1.7152,4.7424,8.3564,0.0,0.0,739.6226,2.067,0.0,8.0566,5.113,7.1352,6.238,3.4056,6.7063,13.6884,1.908
2008-08-18 12:06,-1,3111.93,2176.6334,1272.409,1.3828,202.2468,12.3885,404.9158,191.9109,-6273.5,3015.75,5.1353,68.2,85.6608,9.5713,50.3999,64.1016,49.6001,360.5918,128.0155,726.8645,138.6664,627.2736,53.5979,2863.0,359.8855,110.84,11.9663,17.1755,23.8635,703.0011,144.5818,615.3073,1786.6951,8407.1301,725.3973,59.4937,1004.895,37.0129,159.0,87.5,101.5,0.1232,4.46,9.419,8.3,680.0,3.0,30.52,5.4,30.364,7.91,29.28,31.241,22.9,6.74,108.43,0.0,1.8042,135.495,807.1006,105.9208,3.7111,17.728,3.4877,37.8656,28.9177,33.6967,0.0373,1.4421,2.2167,314.4406,7.7646,1.6774,9.4685,2.4559,7.8775,2.1723,33.5179,46.4661,264.419,33.8906,1.2342,6.8091,6.917,2.8118,4.1244,22.0027,8.9068,4.4395,3.0422,316.0264,0.0,76.0305,2.0498,2.1153,8.8597,9.3094,3.4962,3.1741,4.3988,41.7526,80.2425,2.6479,8.2266,4.2182,23.1867,5.7043,4.6678,58.2877,238.6225,4.7156,191.3703,39.242,15.3667,0.0,81.6732,376.8442,0.0,70.9161,286.1981,33.0639,21.2264,1.679,7.5836,9.6002,353.5714,711.1111,560.0,1.7322,0.0,14.6018,6.2378,5.6414,4.9564,3.4319,9.4229,17.5662,2.9438
2008-08-18 12:22,-1,2957.97,2243.7778,1502.9221,1.816,202.0149,9.559,422.7669,192.1177,-6267.75,3006.5,5.1237,70.1222,84.3575,8.531,50.4338,64.2467,49.5663,351.8664,129.3127,719.8077,138.2282,619.4073,50.2306,2819.0,350.7245,101.4945,12.0333,27.8182,30.5016,689.3062,156.5527,608.7718,1778.8166,8321.28,667.6864,58.1097,1004.9778,41.6229,136.0,264.2,228.3,0.4695,5.02,4.933,14.336,696.0,2.3,17.81,12.51,31.115,8.26,26.31,13.886,14.74,5.31,71.344,0.0,3.6369,148.3832,1072.8003,73.5334,2.9236,18.67,3.3945,34.6445,76.3894,80.6521,0.1406,1.6857,3.7528,307.8966,5.8436,3.0019,9.3726,2.3972,4.6707,1.5608,20.8056,47.2526,373.0643,26.7037,0.8722,5.897,6.2396,8.9318,9.1909,23.3895,25.8517,4.9169,2.6786,246.7009,0.0,51.6058,3.391,2.0097,5.7884,8.7415,4.1423,2.8495,3.28,17.4757,47.5493,4.2476,6.7775,9.6742,10.7913,5.9756,4.2476,27.6445,43.5896,2.2081,122.4936,19.0882,12.8517,0.0,56.9909,226.3674,222.3135,91.8386,731.1628,132.2701,52.7931,1.7045,8.3417,12.8923,558.2418,221.8289,504.6154,4.7654,0.0,11.0132,5.0312,3.7241,10.1232,3.4181,8.1554,32.7151,2.832
2008-08-18 12:49,-1,2850.33,2177.3222,1089.3655,1.3101,199.8134,14.4533,425.7982,190.182,-6426.5,3060.0,5.0455,70.5111,84.87,9.4832,50.381,64.23,49.619,350.7336,130.1482,720.3716,141.8173,622.6991,210.5202,2828.0,349.8236,109.7091,12.7282,20.4391,27.7378,692.6338,150.4382,609.9709,1832.4027,8906.5,766.4387,56.9238,1004.167,41.2315,84.0,173.7,154.0,0.1939,4.37,11.197,14.072,752.0,3.7,16.36,8.37,30.805,3.77,18.86,40.796,25.56,3.75,97.632,0.0,5.9017,119.543,990.3994,103.9807,4.3748,14.147,5.0273,22.8573,60.2764,49.1398,0.0586,1.6927,4.8453,318.0115,5.0632,2.3722,9.3192,1.2023,13.5564,1.2045,33.7035,32.9607,344.2619,35.4958,1.166,4.7086,3.8604,6.094,5.9912,24.322,14.8011,4.3204,3.2067,210.2784,0.0,77.4703,3.3049,3.4413,4.544,12.2271,3.8303,3.072,5.2474,58.6957,40.6293,2.6163,3.4382,6.4311,7.1895,2.6584,3.0288,19.3787,19.1709,2.7196,200.814,18.3472,22.7306,0.0,121.8023,0.0,0.0,118.8285,244.0917,727.1845,83.0932,2.285,6.5238,11.12,0.0,534.2707,229.8851,1.7716,0.0,13.5667,7.6854,7.3145,6.6365,2.9215,12.1929,40.3321,2.776
2008-08-18 13:07,-1,2927.46,2243.7778,1502.9221,1.816,201.8293,8.5018,404.1486,191.8423,-5284.75,2774.25,7.2935,68.1556,92.072,8.9416,59.3488,78.254,40.6512,349.6918,136.0618,723.0823,135.3655,621.1191,51.6172,2802.0,348.4955,114.9009,10.5221,21.1609,26.3122,696.7701,148.57,611.9664,1798.3583,8962.4,702.0433,60.2053,1004.9778,41.6229,94.0,211.8,222.6,0.4695,5.02,8.458,4.999,459.0,2.7,20.6,8.42,29.821,12.29,27.06,14.826,19.38,3.63,127.189,0.0,4.6392,72.5948,1679.5996,182.0638,3.8124,18.67,3.3945,26.6583,68.8602,74.207,0.1406,1.6857,1.9278,215.0262,8.134,2.3597,9.212,4.0691,4.726,1.1178,42.7782,20.4368,610.9617,65.5092,1.2428,5.897,4.2034,7.2349,9.0312,23.3895,25.8517,4.9169,2.6786,730.1276,0.0,99.4846,1.2369,1.8237,189.7279,9.0062,4.3287,2.5776,3.9615,69.2308,155.7331,11.9787,7.6204,6.1884,19.8277,9.0791,4.3567,28.723,312.686,2.7503,184.1837,17.1543,22.5448,0.0,144.554,230.5804,472.1805,82.6209,0.0,135.0951,63.1592,8.0405,4.0367,18.7405,873.6196,770.6422,0.0,3.0253,0.0,25.9334,6.3324,7.3507,9.8618,3.4181,8.1554,32.7151,3.1859
2008-08-18 14:01,-1,3055.21,2177.3222,1089.3655,1.3101,199.6727,12.4003,411.5736,189.6356,-6267.75,3065.75,5.2818,62.9556,85.2666,9.2433,50.4042,64.0385,49.5958,347.4118,138.7682,727.191,141.8282,628.0082,173.9305,2859.0,347.2909,117.3982,8.8552,21.37,28.1907,699.0003,155.5755,620.2645,1864.3441,8700.58,749.2668,59.6983,1004.895,37.0129,172.0,174.2,79.7,0.1939,4.37,11.842,16.281,599.0,2.6,19.99,9.52,34.91,9.13,18.97,41.814,14.66,4.19,132.704,0.0,2.5304,117.9059,1168.7998,118.6413,3.7485,17.728,3.4877,38.4333,54.5612,29.2691,0.0586,1.6927,4.6335,253.5999,5.8716,2.7824,10.1893,2.6285,12.8146,1.3427,36.3747,45.6904,359.4085,38.3601,1.2305,6.8091,7.8418,5.7017,3.3526,24.322,14.8011,4.3204,3.2067,232.5466,437.8198,95.4979,3.9558,3.261,5.6829,12.4431,4.0415,4.0517,4.1299,29.0323,34.6322,3.0778,5.3187,6.8604,12.882,6.4374,3.0207,24.0406,22.4906,2.2934,165.5524,19.6069,24.1462,0.0,144.427,0.0,0.0,105.9158,0.0,141.1765,38.9973,1.6133,6.3243,13.4336,0.0,0.0,0.0,4.4845,0.0,15.8343,6.2791,7.4268,6.9356,3.4319,9.4229,32.8864,3.3177
2008-08-18 14:04,-1,3045.21,2243.7778,1502.9221,1.816,202.8679,9.4744,428.9045,193.4376,-6452.5,3074.75,5.0947,72.9222,84.87,9.4832,50.381,64.23,49.619,364.0227,137.3227,739.7588,135.1109,636.4564,45.0921,2909.0,359.42,118.0345,11.0509,19.2882,25.5875,714.1714,147.9509,625.4055,1862.9489,9304.59,729.943,58.1458,1003.5358,38.859,77.0,94.8,51.2,0.4695,5.02,4.602,8.524,661.0,3.6,18.41,13.98,18.834,10.73,11.66,24.424,15.56,9.31,132.343,0.0,4.3944,144.5028,1217.2998,144.9016,2.7598,12.128,2.606,20.3137,31.7276,14.8406,0.1406,1.6857,2.7941,280.5974,6.3369,4.6751,5.3515,3.7921,6.9864,2.9501,39.9423,42.2209,505.5803,57.255,0.8255,3.9318,3.5472,3.1131,1.9991,23.3895,25.8517,4.9169,2.6786,0.0,0.0,48.5732,1.9874,3.7493,4.9838,9.0979,3.4401,2.7872,4.9368,77.4194,85.2792,4.0165,9.4406,10.1804,26.8538,7.9416,1.832,54.1647,44.9502,2.8913,140.8025,48.2679,38.7142,0.0,133.3484,0.0,159.5761,104.6423,628.6614,269.7806,62.0997,3.0612,7.7567,13.0828,797.5078,869.4064,849.2308,2.1292,0.0,19.8511,4.7464,4.3402,10.0683,3.4056,6.7063,11.6369,2.4797
2008-08-18 14:45,-1,3000.39,2197.2667,911.2054,1.3257,202.4717,8.8499,426.3853,193.0565,-5423.0,2723.5,7.3373,69.3889,84.3232,8.5218,50.3583,64.2803,49.6417,359.4309,154.8464,762.4385,132.7227,647.0,56.9815,2902.0,361.9655,122.8782,18.6255,31.9682,40.3963,722.0423,143.5309,628.3745,1787.3023,8847.7,768.202,58.3673,1003.5358,38.859,551.0,51.4,67.1,0.1972,6.69,6.249,12.697,251.0,0.9,16.97,10.05,20.437,8.4,17.06,22.477,15.22,6.76,105.864,0.0,3.5432,151.3417,671.4004,65.4207,2.8127,12.128,2.606,74.3874,14.3745,22.203,0.0594,2.0741,3.4116,106.5911,6.2281,3.2695,5.9678,2.38,6.7119,1.9613,37.6506,45.9104,214.5078,22.4527,0.9314,3.9318,25.187,1.7131,2.5991,20.6164,14.8775,6.4221,3.6421,0.0,0.0,70.6109,2.9778,6.249,249.9579,14.4853,5.005,2.8212,1.297,54.1667,75.8152,7.8847,7.2771,6.4903,16.4533,6.329,2.6368,39.4462,56.4831,6.1687,81.7161,21.146,19.1305,0.0,95.4814,502.8147,0.0,104.7269,368.9139,77.3802,50.2401,3.8812,8.4676,7.5884,667.3575,0.0,0.0,1.2466,0.0,8.5161,4.819,7.8122,5.6257,3.4056,6.7063,15.7758,3.7299
2008-08-18 15:00,-1,2970.87,2185.8111,995.3928,1.3714,199.9475,6.812,409.155,190.3313,-6198.5,3197.75,5.2155,63.9778,85.5455,9.2655,50.3358,63.8677,49.6642,348.5318,132.5064,718.4028,140.5173,621.5555,134.8997,2833.0,346.1664,109.3509,17.9019,23.1555,31.7791,686.6237,148.1364,603.6536,1874.2109,8424.7201,728.7793,58.7409,1004.96,38.6254,113.0,165.1,140.6,0.1021,3.84,3.837,22.422,576.0,3.3,17.0,7.86,28.585,8.98,14.52,88.009,17.82,3.62,73.814,0.0,5.0547,120.4108,571.0005,62.0972,4.2127,17.44,4.96,30.0114,55.1233,52.8954,0.0394,1.3579,6.4476,285.201,5.6722,2.2295,8.802,2.6892,25.7303,1.0987,26.0769,39.5154,211.0085,24.1071,1.1287,5.1735,5.2681,5.5573,5.3854,12.7433,7.4461,3.7412,2.5448,0.0,0.0,56.3271,5.4801,4.506,5.5379,11.0474,3.81,2.5117,5.158,30.0,45.347,2.5845,4.2823,5.9318,14.1769,6.3907,2.3361,65.2403,21.4906,2.3268,99.5428,15.6335,19.1289,0.0,96.5172,0.0,0.0,124.547,775.8065,213.8867,72.3403,1.546,6.4246,6.7777,0.0,412.2271,948.8372,3.0204,0.0,8.5207,7.1717,5.5832,9.2314,3.1758,12.8413,18.9025,1.9337
