Time,Pass/Fail,F0,F1,F2,F3,F4,F6,F12,F14,F15,F18,F21,F22,F23,F24,F27,F28,F32,F33,F34,F35,F36,F39,F40,F41,F43,F45,F46,F48,F50,F51,F55,F59,F60,F62,F63,F64,F65,F66,F68,F70,F71,F88,F90,F115,F117,F129,F133,F134,F135,F136,F137,F138,F139,F140,F142,F150,F151,F155,F159,F160,F161,F162,F166,F180,F182,F183,F185,F187,F188,F200,F201,F208,F209,F218,F223,F225,F250,F252,F268,F269,F270,F271,F272,F273,F274,F275,F277,F286,F294,F295,F296,F297,F316,F318,F319,F321,F323,F324,F337,F344,F361,F363,F388,F390,F406,F408,F409,F410,F412,F413,F415,F416,F417,F418,F419,F423,F424,F428,F429,F432,F433,F434,F435,F436,F437,F438,F439,F440,F453,F454,F456,F459,F460,F467,F468,F470,F471,F472,F473,F474,F476,F478,F480,F482,F483,F484,F485,F486,F487,F488,F489,F490,F491,F494,F495,F496,F497,F499,F500,F510,F511,F520,F521,F522,F523,F524,F525,F527,F539,F541,F545,F561,F570,F572,F574,F576,F577,F585,F589
2008-08-19 5:54,-1,3073.81,2786.97,2178.7333,1039.3641,0.7367,101.4922,200.583,7.6969,414.8297,190.5316,-6322,3083,-4813.25,1488.5,5.1763,66.1111,85.0856,8.6324,50.0906,64.1658,49.9094,117.802,76.99,3.057,362.3391,144.3791,751.4525,142.1745,648.8927,168.5527,2908,17.7327,360.6882,122.1118,13.3309,22.2673,30.2505,721.202,152.7618,635.5618,98.909,1832.2865,8825.3899,786.7626,58.4911,-0.0946,1014.2967,34.9436,125,250.1,222.6,47.0999,224.705,0.0958,5.78,5.265,9.796,0.49,456,580,4044,55,3.1,20.02,11.16,18.48,7.37,10.07,88.506,11.34,10.42,120.121,0,4.0015,69.1223,1256.8994,132.1494,2.7246,15.9,2.166,31.9982,79.903,68.5099,17.9394,88.202,0.0333,1.9727,3.3252,188.0745,251.7949,1837.6146,24.0624,6.0165,3.6018,5.0896,2.1196,3.0937,26.7309,2.633,41.3563,22.445,384.6973,42.8792,0.7384,4.5167,5.5459,8.1365,7.9872,21.6195,13.0099,5.695,3.0361,6.843,0,692.1833,68.4041,2.3614,3.9409,4.034,84.0181,3.695,11.341,3.9515,3.207,4.6891,25.9928,25.8756,3.1638,7.3178,7.7297,13.8545,1.5519,52.5094,2.0431,58.7614,5.4037,4.2993,85.0657,46.7951,38.3401,24.5866,0,121.446,0,161.8041,50.9834,0,761.2437,103.936,439.46,130.2882,57.7848,3.0021,0.139,3.7725,45.9559,14.2419,0,0,23.9748,480,2.8388,0,16.7966,0.0521,4.6581,4.5054,5.7503,3.3431,6.1986,7.116,48.6582,535.3509,7.18,2.3806,1.3412,18.1169,3.2976,382.6619
2008-08-19 6:24,-1,3029.19,2459.56,2214.7111,1493.8781,1.5899,103.9367,199.3001,9.46,409.5174,188.6861,-5485.25,2681.25,-3764.75,-1305.25,7.33,69.8444,86.4465,8.6527,50.215,63.9211,49.785,118.102,77.24,2.914,348.4982,134.4545,720.1415,137.3409,620.2936,47.1198,2802,2.0373,347.8236,116.4918,9.2163,17.9627,22.969,697.1725,146.7618,611.0773,130.1135,1843.9226,9516.4601,800.216,58.3077,-0.0946,1014.2967,34.9436,96,83.5,90.5,95.0999,280.9139,0.3822,4.23,13.08,12.348,0.33,524,704,880,1133,2.3,26.59,12.36,29.9,7.21,24.92,23.836,17.3,6.1,103.311,0,3.2364,70.6064,564.4004,53.8699,2.8052,15.9,2.166,19.2792,27.5122,30.775,29.201,96.884,0.1529,1.4813,3.1013,222.8069,308.5799,414.4019,487.8793,7.4826,3.2064,9.3399,2.3972,7.7859,6.7655,1.9011,34.0111,23.2211,188.3323,17.7925,0.9263,4.5167,4.3126,2.7565,3.6795,18.8043,24.0366,4.0698,4.5746,9.558,0,305.4631,138.2664,3.0153,2.6554,6.6897,23.3747,86.8033,10.506,5.6566,1.9509,3.293,82.6087,115.071,9.1828,11.2527,9.1927,19.1789,4.0175,50.5859,6.3246,299.4199,3.0034,7.4855,187.7104,33.9592,32.3435,18.0981,0,79.4006,751.6534,69.9759,0,58.9397,326.8744,106.0185,404.183,85.6851,43.694,1.7448,0.4668,3.8291,62.5794,5.9308,363.1778,387.9484,87.7419,0,2.0555,0,6.7319,0.0629,4.8111,4.2932,9.3211,3.3431,6.1986,7.116,11.6369,537.2809,6.8,2.3023,1.2656,9.8177,3.5803,81.3456
2008-08-19 7:43,-1,3082.31,2457.92,2194.6444,999.4387,1.3259,101.9767,202.8695,9.5456,427.0973,193.483,-5429,2701,-4085,400.75,7.2848,67.6222,83.8879,9.1757,50.4244,64.3159,49.5756,118.2554,67.17,3.967,362.9709,130.4709,732.3429,138.0309,631.4727,55.3011,2861,1.4218,362.2136,111.8927,13.9591,18.5782,24.6272,707.7157,143.4073,617.5136,117.1357,1738.2694,8778.86,751.0128,57.2372,-0.5204,1005.7904,40.0514,96,96.8,33.6,47.1001,135.99,0.1384,4.98,8.891,6.126,0.54,1172,839,2446,939,1.9,22.75,10.34,34.542,9.35,26.36,17.484,21.47,8.86,55.568,0,3.2832,142.3677,721.0996,61.0218,4.0598,23.442,2.4706,24.5517,33.5188,10.8742,17.221,56.4659,0.0409,1.7054,1.9209,552.8912,392.2559,1027.4483,445.7962,7.5351,2.8609,10.6709,2.9758,7.7436,4.4194,2.554,19.5428,44.7052,213.2489,19.3846,1.089,6.7733,4.2984,3.1405,1.367,13.6066,10.4371,4.8835,2.7397,5.9198,708.2464,529.7515,93.142,1.4343,4.3512,2.907,59.8776,234.3107,14.056,4.559,1.8395,2.8097,52.9412,72.2628,13.7023,10.265,7.9251,13.2657,4.1744,31.616,5.8835,623.1458,3.899,8.6154,153.8069,47.6904,31.1119,9.7245,0,47.439,435.7384,400.726,289.6648,70.6954,0,93.6523,390.9375,98.1185,41.7559,1.0824,0.2217,8.1902,15.0766,8.214,715.9322,0,41.0876,0,2.7724,0,8.1253,0.3095,7.0929,4.4695,6.6032,2.6983,6.1686,7.116,33.4076,531.6236,9.2,3.1703,1.7305,8.5168,3.281,81.3456
2008-08-19 8:01,-1,3067.43,2467.11,2214.7111,1493.8781,1.5899,103.9367,199.5867,7.4439,405.6238,189.9419,-5143.5,2666.5,-4169,410,7.3763,63.8889,86.3239,9.5642,50.3645,63.9038,49.6355,117.5064,74.48,2.888,362.1182,144.3518,747.6613,135.3055,641.7755,58.611,2897,14.9018,360.33,119.2536,10.7173,25.0982,31.5354,716.1259,151.4745,631.0582,95.199,1801.128,8518.3601,647.8563,58.803,-0.5204,1005.7904,40.0514,63,71,89.8,95.0999,280.9139,0.3822,4.23,4.715,2.491,0.61,401,371,2331,399,3.8,22.19,11.49,18.033,7.06,6.65,23.387,15,9.87,134.791,0,1.7365,132.916,1132.0005,112.0424,5.0344,23.442,2.4706,17.3769,26.6127,29.4518,29.201,96.884,0.1529,1.4813,0.8032,190.7677,187.6033,1316.5398,173.7642,5.925,3.351,5.1048,2.5331,2.1739,7.8978,2.9013,40.2803,42.7792,356.4187,37.8829,1.6069,6.7733,2.8904,2.3146,3.6399,18.8043,24.0366,4.0698,4.5746,7.3342,0,0,63.3404,0.6141,4.8957,3.1737,55.9127,97.3171,6.5315,3.7547,1.3693,5.9478,54.0636,34.8442,6.6929,10.6326,7.9597,14.496,1.0362,39.9021,2.2418,66.2335,4.4466,4.5617,139.9602,39.3256,43.4972,23.8203,0,141.5887,349.5702,113.0204,0,196.6997,228.5714,41.1301,342.2439,228.3659,20.0336,2.285,0.4257,7.3796,18.944,13.2889,0,0,34.6667,0,4.2071,0,17.2943,3.5381,8.5615,4.7601,9.7082,2.6983,6.1686,7.116,41.2733,526.8464,7.06,2.5601,1.34,23.7686,3.5963,81.3456
2008-08-19 8:07,-1,2864.05,2533.75,2224,1510.0797,1.5611,99.83,199.7633,7.7805,412.4576,189.5561,-6483.75,2966.5,-6166,1351.5,5.0405,69.6778,85.0841,8.6406,50.0757,63.7959,49.9243,118.563,77.83,2.543,350.3918,128.15,712.4365,139.5991,618.1409,48.3122,2830,4.4391,348.8091,112.5891,7.7589,15.5609,20.3856,692.0508,149.91,611.3082,122.2761,1741.3956,8855.1799,761.4397,58.9183,0,1005.3694,41.8785,109,224.6,157.7,55.6001,235.875,0.5065,4.21,4.599,20.615,0.63,219,464,6463,96,3.8,24.25,8.81,32.453,11.12,22.94,23.508,9.38,3.52,123.125,0,3.6879,110.0808,968.6992,100.777,2.4412,16.465,5.6151,26.5607,67.365,59.647,19.9141,75.8338,0.1716,1.3873,6.1951,103.8408,189.7463,2693.7524,41.8927,6.711,2.3958,9.5327,3.7014,5.8722,7.1589,1.1787,35.6247,31.9223,266.3465,29.0613,0.838,5.054,4.9212,7.842,6.224,15.62,32.4437,4.2172,3.671,7.5604,0,0,59.109,4.9981,5.0497,2.2544,104.8167,7.1032,8.6548,3.6426,5.8526,5.4537,46.2617,43.1872,2.8244,9.7302,6.8748,18.3411,3.7111,48.6585,6.7564,79.2955,2.0567,7.5496,120.8935,22.6208,27.2251,16.6131,0,100.6943,398.155,192.2747,497.3607,94.9436,130.9211,88.9234,502.1792,65.4292,51.686,1.9643,0.1344,6.3214,25.1862,10.9394,384.7751,690.5077,34.375,500,1.3795,0,13.2351,0.0742,4.1433,2.8026,9.7642,2.7514,13.4081,7.116,101.1146,530.5527,10.44,3.6356,1.9678,10.7489,3.9136,81.3456
2008-08-19 8:33,-1,3024.14,2505.03,2185.8111,995.3928,1.3714,102.6422,196.9672,11.7446,416.823,186.312,-6338.75,3125.25,-4398,1635.5,5.1113,59.9889,86.0209,9.2328,50.3586,63.7799,49.6414,117.7358,75.31,2.353,351.6736,135.6036,721.9575,135.4609,622.7382,51.4848,2802,-15.31,347.6164,100.2936,26.32,35.31,41.7353,680.2222,148.5082,596.4182,108.1186,1877.7071,8759.3302,754.2908,58.9473,-0.5677,1005.6298,38.0405,135,165,197.8,52.2002,126.846,0.1021,3.84,9.917,4.244,0.5,361,785,2431,42,2.3,23.52,11.9,30.503,13.76,20.57,9.773,21.02,7.91,94.312,0,3.5597,112.1904,1563.8003,156.0942,2.8618,12.012,3.6465,26.1835,62.2453,62.371,19.2121,51.3668,0.0394,1.3579,1.643,169.4016,348.9999,1376.9339,20.4206,6.9933,3.2435,9.8556,3.7881,5.8261,3.802,2.4154,27.4418,35.1426,417.8324,41.5079,0.9218,4.2601,6.0356,5.4561,7.8961,12.7433,7.4461,3.7412,2.5448,6.7011,0,965.2303,84.4385,1.0182,4.0096,3.6877,55.2751,2.568,14.0924,4.4819,3.3064,3.834,24.9135,29.9595,2.8186,9.8582,8.7756,10.693,3.3032,18.9823,6.3246,51.6656,2.4896,8.0763,79.8632,22.4016,14.7285,14.0901,0,87.2301,0,180.3403,0,390.2351,0,0,0,411.3314,46.2375,2.4021,0.2816,5.9749,42.7901,17.853,0,442.3077,38.9294,0,1.6884,0,20.6942,0.0789,4.8548,4.0363,7.3441,3.1646,9.5858,7.116,23.5326,525.9545,9.5,3.2807,1.8062,11.2731,2.9882,140.6419
2008-08-19 9:04,-1,3032.29,2356.94,2218.5778,1632.2734,0.8396,98.1311,198.6184,7.4728,397.4025,190.5818,-5486.25,2839.25,-4075,-787,7.373,66.0667,85.564,9.7484,50.0781,63.7678,49.9219,118.244,63.86,2.746,351.3955,129.5082,716.1579,134.1527,615.0564,51.1536,2835,27.3227,349.7855,116.8309,6.612,12.6773,15.8496,700.3083,143.8327,610.4491,104.7036,1861.5607,8547.0101,716.8627,55.5468,-0.5204,1005.7904,40.0514,124,253.1,183.2,76.2002,506.028,0.2631,7.67,3.764,3.768,0.6,1444,1007,551,922,2.1,23.46,10.41,29.147,9.56,23.29,14.878,13.68,5.7,38.521,0,4.1234,124.2751,640.2998,62.5024,4.3927,23.442,2.4706,33.7619,83.3179,60.4051,24.3718,150.184,0.0814,2.7713,1.3493,667.1978,466.3864,310.353,443.3539,7.3823,2.7928,8.8142,2.9397,7.5887,5.4969,1.687,12.7855,35.9658,166.0486,16.7443,1.1876,6.7733,5.6366,8.3468,7.7728,31.0014,31.3378,7.8161,3.5508,7.3635,0,0,50.3692,0.9482,4.8082,4.151,13.5215,117.1537,9.4761,2.3571,2.1294,3.1786,72.3214,95.4229,11.8421,9.6328,8.0381,14.4708,3.7866,29.0849,6.1587,20.8618,2.2783,6.6335,206.8979,44.9624,31.7735,15.5441,0,36.7905,256.3422,44.0811,951.6484,50.9301,145.1242,60.675,333.736,94.1847,52.1901,2.4021,0.1511,6.6759,46.5165,7.4915,0,901.548,34.7826,0,4.7019,0,8.7189,0.3462,7.908,5.1003,5.6962,2.6983,6.1686,7.116,48.9498,533.26,8.26,2.8522,1.549,15.5451,3.0476,31.4497
2008-08-19 9:05,-1,2968.06,2524.25,2218.5778,1632.2734,0.8396,98.1311,200.6979,10.5176,419.1647,190.6087,-6463.25,3096.25,-5185.75,1522.5,5.1245,67.4333,84.742,9.2291,50.4582,64.3409,49.5418,118.0744,65.15,2.88,349.7254,136.7573,723.1896,133.2536,619.7364,58.9408,2822,2.78,348.1064,119.5373,7.0997,17.22,22.0706,701.119,146.7382,614.3818,113.4963,1816.5639,8864.71,776.1043,59.127,-0.421725469,1004.210685,39.04934064,101,230.4,200.5,76.2002,506.028,0.2631,7.67,5.413,7.928,0.33,286,530,5875,86,2.9,23.34,11.55,34.329,15.58,21.03,27.196,17.62,5.51,97.922,0,3.5562,150.0806,1131.2002,117.833,3.2656,17.87953077,3.814411452,25.2045,82.0444,69.4489,24.3718,150.184,0.0814,2.7713,2.3434,139.2225,245.3914,2596.546,36.0139,7.006,3.061,10.319,4.2575,5.91,7.5432,1.5489,26.3261,47.3852,384.414,38.26,0.8727,6.100746101,4.5252,7.7626,7.943,31.0014,31.3378,7.8161,3.5508,8.1005,999.316,401.0101,51.4659,1.8914,2.6554,4.5839,113.2912,5.6486,9.3095,2.961,3.9614,4.3005,31.5789,62.3819,2.4288,8.3027,8.4456,16.0961,3.3934,46.1412,7.0363,198.2014,1.8489,10.5323,248.1784,31.9977,18.4316,12.5411,0,86.2777,0,0,557.0093,207.7432,309.0508,871.5447,302.1978,379.0698,47.4382,1.5034,0.0961,8.2618,84.8732,12.7607,529.7659,0,32.1168,241.2698,2.4092,0,15.1826,0.0867,5.523,5.7406,9.6558,2.69351815,9.791242615,7.116,10.3089,535.9227,8.65,3.1242,1.614,7.508,2.9386,70.5588
2008-08-19 10:46,-1,2988.95,2611.21,2202.4333,1586.1015,1.6025,100.8067,199.3569,6.7033,416.5865,189.4625,-5398.5,2638,-3463,439.75,7.3687,63.4,86.3416,9.219,50.5347,64.0969,49.4653,117.4196,77.9,2.163,351.1882,128.2736,716.0915,139.9645,619.4264,213.6952,2828,18.1782,349.8736,106.4518,17.78,21.8218,29.871,686.2205,145.3209,601.6464,63.6225,1795.2952,9216.03,780.5374,58.1135,1.608,1005.6244,34.7521,96,93.8,56.5,61.7,284.0809,0.3246,4.94,4.205,11.92,0.48,722,337,1193,999,2.6,17.91,8.26,29.432,3.43,19.52,74.548,23.8,2.98,104.855,0,3.206,254.5427,657.9004,100.6755,2.4796,11.61,3.7035,24.5517,32.5235,14.4982,19.4284,94.7999,0.1125,1.7483,3.5114,337.7548,142.4242,555.0393,412.9216,5.612,2.2204,8.8135,0.9884,5.4447,20.8051,0.9286,31.3356,83.226,234.7717,32.0552,0.7126,4.0192,4.2984,3.1382,2.1637,17.9106,20.2551,4.9005,2.636,3.1292,487.9363,494.4206,62.7306,2.8614,3.8409,2.5086,34.4499,227.1745,8.3499,2.207,1.6421,4.1009,33.5593,81.6794,13.3421,3.8933,6.4394,8.0388,3.1513,34.8852,6.4645,16.3933,3.3131,6.416,133.858,13.6561,14.0371,63.2242,0,164.8082,296.365,178.75,511.509,192.2868,0,103.7001,244.7301,168.7557,42.8188,2.4245,127.5728,14.1783,22.2297,7.1387,0,357.1956,38.4,0,7.203,0,12.8982,0.0697,4.2669,4.2116,7.0559,4.1259,10.6569,7.116,40.3321,525.9545,9.5,3.2807,1.8062,11.2731,1.6617,70.5588
2008-08-19 11:11,-1,3052.43,2486.48,2201.5777,976.4791,0.7679,99.9956,199.7613,9.0687,409.9535,189.9121,-6294.25,3013,-3111.75,1574,5.1,66.7111,85.1712,8.5405,50.2488,64.1314,49.7512,118.4904,76.57,3.732,350.4355,124.0973,711.3808,143.4555,617.9882,211.3636,2828,22.3736,348.1755,106.4709,13.1655,17.6264,25.0342,686.3466,150.1764,604.8227,100.5315,1769.1164,8964.53,753.3314,58.4948,1.419,1004.5381,41.0787,93,228.2,141.7,53.8999,292.371,0.0645,6.49,10.408,9.097,0.26,436,640,3211,106,2.8,14.33,7.14,27.567,6.76,13.66,43.975,27.96,4.22,116.216,0,2.6391,154.9271,839,97.3279,4.9142,22.187,3.1673,22.5153,73.9366,42.4001,19.0836,109.6739,0.0217,2.4246,2.8071,199.8172,283.9413,1391.3163,48.5798,4.8209,2.0228,8.4406,1.9466,3.9813,15.6162,1.4516,33.9379,47.7519,274.8373,31.5709,1.5547,6.3759,4.2048,7.476,5.6988,29.9413,8.4061,6.4903,3.7439,6.772,391.4003,0,114.768,2.219,2.0884,2.1917,103.1895,6.7344,12.5032,5.7657,3.3137,4.1972,25.9259,45.7377,1.982,2.6806,5.7536,6.4772,2.2104,20.8054,6.4645,18.8615,3.4466,8.0961,212.3737,23.9414,19.8329,23.8072,0,115.6015,0,179.2998,0,190.1053,475.0394,112.2755,242.4242,303.6496,34.3657,1.6743,0.2132,8.7573,16.1463,9.3591,0,0,69.9259,0,3.6739,0,12.9197,3.4003,8.4011,3.7596,10.0911,3.3071,7.7103,7.116,11.6755,532.4264,8.21,3.0908,1.542,10.3822,2.9263,70.5588
2008-08-19 11:13,-1,3031.44,2487.46,2195.5333,1561.7164,1.4292,99.25,202.0454,10.1117,422.1605,192.154,-6380,3086.5,-6455.75,1585.5,5.2395,62.7,85.2666,9.2433,50.4042,64.0385,49.5958,117.422,75.03,3.197,350.8609,118.9364,706.2091,147.9245,617.7218,184.9849,2821,24.4791,348.0345,103.4155,19.3609,15.5209,21.5763,684.6328,146.9109,598.3609,129.1426,1843.2651,8788.8501,756.1506,59.9678,1.419,1004.5381,41.0787,89,222.2,191.2,55.5999,272.7679,0.3647,6.55,4.088,12.65,0.49,303,495,8708,43,4.1,19.13,7.41,29.559,3.92,19.51,40.408,16.57,6.59,75.124,0,3.6816,99.4265,1302.8008,126.0427,2.138,22.187,3.1673,24.2217,79.7954,73.6729,20.7648,101.0544,0.1097,1.8178,3.1839,144.5153,233.8269,3945.9961,18.4842,5.8192,2.0503,9.0519,1.5004,5.4785,12.7375,1.9167,24.4265,30.7554,462.7722,47.6004,0.6586,6.3759,4.0016,7.3298,7.6866,17.4659,25.5162,6.5995,2.8624,4.4038,0,743.4441,40.4283,2.9965,3.9409,10.9394,134.8875,2.7121,11.8458,2.8906,5.0768,6.5391,12.1622,30.2414,4.2789,2.331,6.2302,9.4315,3.1584,21.8439,6.0818,26.9209,1.7327,6.9525,85.5848,42.4589,26.7932,5.6207,0,58.1713,711.264,350.2664,467.9245,168.0525,0,85.8746,303.4043,593.7422,48.9696,1.9643,1.8775,5.394,10.8535,14.8233,0,0,71.7428,640,2.0656,0,16.669,0.1466,3.5652,5.4077,6.8006,3.3071,7.7103,7.116,21.2957,331.9618,129.12,60.6945,38.896,26.5023,3.0051,58.0827
2008-08-19 11:13,-1,2889.93,2500.990695,2238.5444,1659.1424,0.901,99.31,202.3225,8.7894,403.5287,192.035,-6205,2984,-954.75,1492.25,5.0698,65,85.1817,8.6211,50.2667,63.9846,49.7334,118.4106,77.92,2.514,368.0555,128.7418,737.9322,143.7373,640.5345,230.1945,2843,20.7209,365.16,109.4627,16.8836,19.2791,27.0269,710.9053,149.0282,623.6509,84.0164,1875.3806,8589.81,747.5515,58.7712,1.419,1004.5381,41.0787,87,233.2,134.984763,80.2002,284.437,0.2501,2.76,4.947,7.143,0.58,620,691,17801,239,3,21.38,9.71,33.843,5.23,23.82,56.363,27.17,4.91,98.678,0,4.7641,137.5809,1340.5,140.0935,2.9014,22.187,3.1673,22.5053,72.1774,45.24091342,23.7238,88.9672,0.0882,0.9053,2.0447,304.6134,306.4539,8099.8801,104.3915,6.0915,2.7229,10.3383,1.6507,6.9813,18.5,1.18,31.5217,43.1682,371.5172,38.8685,0.9521,6.3759,3.9435,8.0694,5.353526276,17.1436,27.7575,2.7792,2.4091,8.4232,796.1246,0,56.2839,1.7701,4.6371,4.7823,0,16.0161,13.3739,5.0834,5.0101,4.6154,37.156,47.2376,3.2103,3.6443,7.5422,12.0952,3.7188,24.4849,5.3865,23.6959,2.9471,7.0435,160.9255,25.468,21.1752,12.6624,0,117.4509,0,175.0511,430.5,69.0675,474.6792,84.1369,179.7998,63.1264,69.8146,2.0858,0.1635,7.3362,28.1672,15.6057,0,0,63.3782,861.5385,1.6797,0,18.7403,0.1056,4.9368,4.6206,6.5338,3.3071,7.7103,7.116,44.8745,530.28,12.4,4.2715,2.3384,7.3462,2.4807,58.0827
2008-08-19 11:28,-1,3020.25,2436.77,2224,1510.0797,1.5611,99.83,198.7309,10.7885,417.0068,188.3777,-6349,2902.25,-4539.25,121.25,7.3762,68.2,84.9334,8.5459,50.4349,64.1179,49.5651,118.4652,77.72,2.013,361.0827,126.8355,726.2395,144.5518,632.47,196.7876,2801,6.2045,358.7582,113.04,11.4436,13.7955,21.3495,704.89,149.2282,621.0264,72.5352,1853.4853,8624.67,734.3476,58.0779,1.419,1004.5381,41.0787,149,76.3,116.4,55.6001,235.875,0.5065,4.21,12.353,9.757,0.93,2467,566,2856,757,1.6,17.55,8.62,30.764,6.57,19.02,26.553,21.9,6.18,122.375,0,4.8667,127.1517,993.7002,85.4153,2.9298,22.187,3.1673,36.9695,27.9637,36.7281,19.9141,75.8338,0.1716,1.3873,2.4898,1085.9414,237.0083,1377.8254,348.9951,5.8126,2.4306,9.441,1.9538,6.1786,8.1091,1.6402,33.8074,43.6837,346.8091,26.2948,0.9676,6.3759,6.5728,2.5263,4.7768,15.62,32.4437,4.2172,3.671,7.7897,0,0,114.502,2.3398,7.4462,7.7609,62.9179,624.3299,14.6638,5.7342,2.5352,2.346,32.0158,49.0357,15.566,3.6179,6.7962,12.7802,3.0073,13.4932,5.3351,99.6044,2.6737,8.2537,191.3726,44.7974,34.1272,28.4292,0,168.7112,318.869,324.8796,240.8488,91.7706,180.7245,90.1007,502.5,209.2643,80.2878,1.5664,0.9453,6.8601,23.4973,11.5216,0,0,136.0996,317.2414,3.6015,0,11.6315,0.0795,5.0446,5.5023,6.8555,3.3071,7.7103,7.116,9.4814,533.9673,8.43,3.0589,1.5787,13.589,3.2343,58.0827
2008-08-19 11:44,-1,3020.71,2483.52,2201.5777,976.4791,0.7679,99.9956,202.0491,10.7945,407.9686,192.2313,-6237.25,3056.5,-3721.75,1514.25,5.1668,70.4556,84.533,8.872,50.3074,64.1215,49.6926,118.0124,77.67,3.141,351.4582,120.5536,708.4602,148.5873,620.5991,191.1538,2821,6.9082,345.84,87.4618,32.6027,33.0918,38.2357,670.2245,154.6945,587.9964,110.8405,1904.1287,9053.4298,774.8408,59.2717,1.419,1004.5381,41.0787,88,151,157.4,53.8999,292.371,0.0645,6.49,8.06,6.625,0.47,355,632,970,37,2.6,19.11,7.71,28.552,6.83,18.1,48.43,17.95,10.94,53.413,0,2.9208,161.1284,694.0996,47.7709,3.6489,22.187,3.1673,23.7868,54.3543,53.9406,19.0836,109.6739,0.0217,2.4246,2.1225,163.0549,284.5119,451.4121,15.7771,5.71,2.097,8.6219,2.6608,5.1714,14.2042,3.6748,16.4488,49.8867,229.7233,17.1503,1.224,6.3759,3.932,4.9988,6.3378,29.9413,8.4061,6.4903,3.7439,8.9205,0,0,74.6673,1.6239,3.7721,3.514,26.063,2.4435,11.3381,3.3711,4.0451,3.6903,36.9863,40.6872,4.7039,3.2863,6.3955,8.8827,2.9165,25.3356,6.0818,158.3629,1.1258,14.0747,55.0567,33.0595,24.0456,15.869,0,48.1891,191.3586,179.8221,489.7436,74.3329,0,75.0495,331.2177,114.0921,39.2148,2.6422,2.9085,8.4621,23.5923,7.6667,0,0,62.3377,0,5.1055,0,6.1653,0.0641,6.1562,6.2825,7.8282,3.3071,7.7103,7.116,19.874,534.5736,7.35,2.563,1.3749,15.8567,2.8311,58.0827
2008-08-19 11:46,-1,2933.79,2417.7,2195.5333,1561.7164,1.4292,99.25,202.1785,9.9931,410.837,191.9239,-5523.75,2494.25,-4870.5,-1804,7.396,66.2444,86.106,8.7879,49.9276,63.9266,50.0724,117.7078,76.05,2.287,351.1327,130.2891,719.799,141.0464,622.4682,135.6245,2833,23.2655,350.6927,113.5545,13.0092,16.7345,20.6329,699.1661,146.5918,610.8391,45.4692,1801.9478,8813.74,776.0144,58.5803,1.419,1004.5381,41.0787,80,181.9,126.7,55.5999,272.7679,0.3647,6.55,7.881,9.839,0.52,974,145,8200,4965,2.3,18.51,9.35,29.551,7.89,19.23,74.346,13.86,4.79,36.3,0,3.8493,61.0977,1041.7002,142.3406,2.8365,22.187,3.1673,19.9287,60.8063,43.2794,20.7648,101.0544,0.1097,1.8178,2.9565,427.0655,63.0945,3420.2254,2199.4789,5.4597,2.6405,9.4058,2.3763,5.0994,23.6236,1.5431,11.4494,17.5528,295.5831,39.2671,0.7525,6.3759,3.5921,6.2002,5.2405,17.4659,25.5162,6.5995,2.8624,5.446,0,0,78.8645,2.3949,4.1827,1.8495,168.3605,275.2217,4.452,6.009,3.0287,3.472,36,69.1272,14.0318,4.1172,7.1764,7.0055,3.0893,54.8175,6.701,20.5885,2.0398,5.4159,106.5401,28.6234,29.6613,19.937,0,79.8343,842.2907,192.926,84.1515,34.0226,823.6686,100.3549,406.5041,91.0741,50.4564,3.0701,0.0566,3.3906,21.8452,11.819,0,0,75.6219,228.5714,1.7118,0,18.3425,0.0569,4.842,2.9467,7.4013,3.3071,7.7103,7.116,47.2964,532.7046,9.48,3.4009,1.7796,20.5733,3.8071,58.0827
2008-08-19 11:57,-1,3067.25,2312.14,2214.7111,1493.8781,1.5899,103.9367,202.1406,12.7335,422.9645,192.3724,-5418,2888.5,-3503,-1830.25,7.383,68.5444,85.3625,8.5952,50.3491,64.0145,49.6509,118.227,14,5.211,360.1827,151.2455,757.9735,135.7673,647.1955,55.2168,2902,-7.8309,362.16,123.4145,18.1246,27.8309,35.2894,722.6842,143.4964,629.0709,114.075,1861.5607,8886.5501,707.5662,59.3844,1.419,1004.5381,41.0787,124,241.9,222,95.0999,280.9139,0.3822,4.23,12.843,7.639,0.31,1106,127,403,3604,1.8,20.88,14.96,21.612,16.71,10.13,28.315,13.97,14.83,96.502,0,3.7138,124.2751,641.0996,54.2448,2.0218,22.187,3.1673,33.7619,96.9634,81.1714,29.201,96.884,0.1529,1.4813,2.1186,513.038,68.3252,181.8882,1714.5593,7.1979,4.4223,5.8709,5.5213,3.97,9.2796,4.4283,26.1093,35.9658,188.713,16.1794,0.7331,6.3759,5.6366,7.8865,9.6015,18.8043,24.0366,4.0698,4.5746,9.8627,232.1812,0,100.8596,1.8061,2.4867,5.4803,11.5044,196.913,7.0742,6.1026,1.1919,2.626,72.973,78.6713,18.0018,8.1743,9.8912,16.209,1.5652,51.2797,2.0939,189.3778,6.0135,7.3087,77.0777,53.2861,54.3506,17.7641,0,84.5952,221.078,162.5977,243.0712,68.7769,0,87.3924,240.724,118.216,49.1409,2.4021,0.1511,6.6759,29.9036,7.2143,0,256.8935,64.2487,0,4.8807,0,7.6664,0.0957,3.4046,6.3558,8.4874,3.3071,7.7103,7.116,23.3263,534.6436,8.35,2.5471,1.5618,14.6437,3.0882,58.0827
