Time,Pass/Fail,F0,F1,F2,F3,F4,F6,F15,F21,F22,F23,F24,F40,F43,F45,F46,F50,F51,F55,F59,F60,F62,F63,F65,F66,F67,F70,F71,F72,F73,F88,F90,F115,F117,F133,F135,F136,F137,F138,F139,F140,F148,F151,F152,F154,F158,F159,F160,F161,F162,F183,F185,F187,F188,F196,F197,F199,F200,F201,F202,F203,F204,F205,F207,F208,F223,F225,F246,F250,F252,F268,F270,F271,F272,F274,F275,F283,F286,F287,F293,F294,F295,F296,F297,F324,F332,F335,F336,F338,F339,F340,F343,F344,F345,F346,F361,F363,F388,F390,F412,F413,F418,F419,F421,F423,F424,F425,F428,F429,F430,F431,F432,F433,F434,F435,F436,F438,F439,F440,F456,F460,F467,F468,F471,F472,F473,F474,F476,F477,F478,F480,F482,F483,F484,F485,F486,F487,F488,F489,F490,F494,F496,F499,F500,F510,F511,F516,F519,F520,F521,F522,F524,F547,F555,F561,F562,F569,F570,F572,F574,F576,F577,F581,F589
2008-02-08 3:39,-1,3090.18,2375.49,2191.6667,1107.433,1.3529,103.4233,408.6125,-5534.5,2629.25,-4707.0,-187.25,79.42,359.63,125.1791,720.422,622.8245,126.5395,2910.0,25.4573,357.5145,110.6364,8.9481,20.874,699.548,0.9001,613.8764,91.2295,146.5414,467.3349,1862.9489,8651.4101,733.8516,56.6393,1001.2992,95.0,76.6,127.6,70.3999,774.816,0.6112,2.9602,15.84,0.4479,2.7433,,308.0,218.0,1530.0,489.0,22.798,5.69,11.87,23.46,4.31,18.11,6.81,19.5,4.31,5.366,24.001,0.3286,17.77,19.5,110.342,144.5028,794.6992,,85.6931,3.5801,21.607,22.7806,28.1666,45.3288,244.0673,0.1968,1.0497,4.9258,0.1325,,132.9097,101.9914,786.3205,227.0982,7.9098,1.619,2.0222,8.087,1.866,7.0902,0.0843,4.6461,29.3048,5.0502,5.2271,42.2209,278.4709,28.4356,1.1946,69.965,45.1768,171.1796,839.9019,1.511,101.6145,3.8765,4.5505,2.7149,2.2377,5.5651,8.2913,32.5048,261.1482,10.8275,5.7483,2.2744,29.5082,45.8404,19.7173,7.0468,18.5397,4.8714,16.9303,6.1553,217.9224,29.6368,25.7066,36.503,12.1942,0.0,120.9499,367.2582,120.6813,0.0,77.3585,162.4788,77.9737,410.3761,242.9907,75.7912,0.1141,14.4502,0.0,0.0,111.4754,426.6667,,9.4224,2.665,0.0,11.6772,6.321,399.968,47.2267,13.7543,266.228,26.1674,535.4264,7.55,2.6025,1.4101,11.2549,,98.1735
2008-03-08 13:09,-1,2955.85,2623.1,2191.6667,1107.433,1.3529,103.4233,400.351,-2649.25,1461.25,-2030.25,328.0,14.41,360.8282,126.1227,723.0058,625.1827,127.2562,2910.0,20.5509,357.1927,106.6736,18.3472,24.9395,698.0664,1.0593,606.8355,87.0336,138.0046,468.8309,1813.8976,9008.5601,763.8563,58.0172,1006.4114,75.0,128.3,105.6,70.3999,774.816,0.6112,8.8823,15.412,0.5063,8.3809,,5684.0,3287.0,4211.0,676.0,20.481,5.55,12.65,18.461,3.75,14.01,7.69,13.24,3.75,5.782,19.779,0.1308,5.76,13.24,75.402,117.7777,1089.2998,,105.5518,2.267,21.357,19.0317,46.7323,38.8906,244.0673,0.1968,2.9656,4.3852,0.1482,,3075.2411,1713.3521,2347.5491,379.0937,5.7759,1.4111,2.1668,6.8907,1.9216,6.2939,0.0396,3.5513,21.7216,3.6936,3.7483,38.4535,297.8932,30.9744,0.7542,69.965,45.1768,0.0,0.0,4.4373,65.5573,3.8496,5.0012,4.1852,4.3831,214.5513,224.9444,207.4129,206.0976,207.0295,202.0827,200.6154,25.4717,42.2364,1.3541,8.8183,14.507,4.8714,18.2474,7.2089,72.1635,19.2811,23.1843,12.3478,4.0288,0.0,86.6355,178.5091,171.5523,41.2403,75.3623,0.0,86.0867,512.2581,97.8824,50.4308,0.8134,25.3232,701.5385,808.5409,174.8988,221.3836,,11.3996,1.9204,0.0,13.8183,3.9075,405.372,74.8893,22.7192,,,534.5155,10.57,3.4964,1.9775,18.2114,80.724,80.724
2008-03-08 14:06,-1,3006.23,2424.37,2220.5445,1192.8757,1.3872,106.2567,395.9865,-5554.25,2624.75,-3603.0,-2054.75,76.67,350.96,129.59,721.4974,626.9336,207.3929,2832.0,18.6827,350.3073,108.2727,17.0272,28.9468,692.5505,0.9366,609.9064,111.3789,152.7358,457.1705,1789.4793,8404.05,711.8571,58.9959,1001.2992,123.0,187.4,122.0,45.2002,218.533,0.5206,3.4638,11.048,0.392,3.2036,,268.0,423.0,342.0,1906.0,33.628,6.4,19.97,51.684,5.12,20.32,10.95,19.73,5.12,8.077,35.563,0.0781,11.21,19.73,69.287,120.9603,1186.3003,,129.8465,2.6624,21.607,32.0878,60.209,43.6834,69.4676,0.199,1.3993,3.6583,0.1258,,134.8292,176.3016,163.0726,829.7407,15.7706,1.641,2.9012,10.1357,2.3573,10.9807,0.0234,6.6705,19.7556,4.8974,3.5845,40.1228,346.7827,36.855,0.8585,18.3198,37.5303,461.7794,0.0,1.7725,136.2871,2.79,3.7328,4.1643,2.2523,4.8251,16.1158,9.4921,92.7607,6.6192,8.2138,2.285,32.4324,33.5404,8.157,9.8117,24.9208,5.7506,27.405,10.1134,115.8732,24.0181,27.9029,8.3426,7.4078,0.0,62.2084,186.6632,142.3002,0.0,198.4456,147.6073,55.332,213.3333,54.0377,50.7181,0.2284,28.8813,0.0,0.0,51.4469,0.0,,8.5537,2.1036,0.0,18.2405,4.5129,410.506,40.0243,29.895,266.692,26.9849,523.0227,5.39,1.7611,1.0306,15.4085,32.3304,32.3304
2008-03-08 14:25,-1,2958.05,2450.25,2199.3334,1017.9399,1.2414,100.5544,399.0785,-6566.0,2975.5,-4400.5,1293.25,13.92,356.7745,121.8673,714.6868,626.2727,211.6621,2906.0,25.4427,354.2027,107.31,15.0236,22.6504,692.0365,0.8156,611.2491,83.7605,,,1764.3276,9031.82,773.7833,58.1217,1007.4191,84.0,188.1,128.4,78.8,728.433,1.0232,6.1806,20.893,0.3626,5.824,,663.0,653.0,7526.0,209.0,16.265,5.06,7.96,46.261,5.61,11.49,5.39,14.79,5.61,7.007,22.354,0.2635,9.34,14.79,64.201,102.1039,772.4004,,66.2499,2.2436,14.338,22.0976,50.6208,42.234,205.4183,0.3087,2.1694,5.6465,0.1089,,295.1305,280.7805,3342.3434,96.2648,15.8512,1.9468,1.5453,5.2151,2.5726,6.6985,0.0742,4.1371,21.1618,,,30.7071,251.7738,25.133,0.7249,71.5595,82.42,272.5768,0.0,3.051,142.3316,5.2353,3.6614,,3.4513,10.0975,21.9459,171.026,16.1608,11.7403,4.5303,2.8582,22.1831,48.8185,5.0793,10.8221,21.8561,5.0374,22.0495,5.0228,98.4449,38.5374,30.9357,32.3052,6.2376,0.0,76.6483,330.9141,115.1786,239.7004,213.6709,0.0,88.7628,652.1401,485.6011,48.0384,0.2335,12.4427,0.0,714.8936,76.0181,0.0,,48.1025,1.3808,0.0,8.5618,3.8602,,,59.3942,261.73,40.0618,537.59,6.39,2.0122,1.1886,13.1929,,32.3304
2008-03-08 15:03,-1,2999.72,2492.29,2191.6667,1107.433,1.3529,103.4233,402.8367,-5613.75,3418.5,-4424.3333,-1436.25,14.14,363.6955,133.1509,736.1872,641.1082,207.4735,2892.0,17.6373,360.3318,110.7882,21.8491,31.3539,704.8333,1.0716,619.2591,108.174,153.8518,465.4073,1793.9021,9300.7701,823.2608,60.026,1006.4114,95.0,188.5,169.7,70.3999,774.816,0.6112,10.5012,14.521,0.4602,10.041,,386.0,3775.0,982.0,1701.0,20.281,6.18,11.9,49.414,3.32,21.78,9.73,10.46,3.32,3.622,18.853,0.1259,7.48,10.46,54.274,85.9713,1792.0996,,152.8221,2.6264,21.357,24.7946,55.3695,55.9162,244.0673,0.1968,3.2516,4.2342,0.1349,,159.8653,1823.7921,531.3966,750.0322,13.5897,1.1834,2.5878,7.731,1.2195,5.7837,0.0446,3.4063,16.635,4.32,2.6394,28.1746,534.0966,46.7865,0.8512,69.965,45.1768,0.0,0.0,5.2586,76.2786,3.6047,4.539,1.6033,4.6244,6.876,110.4286,22.1954,118.4334,11.467,5.4774,2.4668,17.8571,55.6974,9.7033,9.9729,23.817,4.5908,18.8238,8.7825,47.8738,14.8461,11.5519,11.7465,5.0493,0.0,50.1729,256.6845,154.4218,70.8837,71.9166,913.8815,122.7426,358.7118,87.2222,46.0587,0.42,24.6736,0.0,0.0,65.3386,0.0,,37.8594,1.4082,0.0,18.563,4.3754,399.822,45.5473,32.2583,263.256,3.2504,536.3945,9.6,3.3993,1.7897,11.0317,169.6401,169.6401
2008-03-08 15:27,-1,2918.9,2500.41,2183.4333,1582.5646,1.3601,99.0267,403.2555,-6546.5,3058.0,-6147.0,1189.0,13.92,357.7173,126.5109,721.1447,627.9127,205.2743,2906.0,24.3509,355.2045,110.8618,14.2318,23.1757,697.969,1.0578,613.6809,110.0963,,,1802.3303,8952.31,760.5186,56.0367,1007.4191,77.0,200.5,145.8,46.8,287.1499,0.4345,7.8032,17.819,1.0185,6.7847,,502.0,613.0,11748.0,211.0,15.373,14.54,11.99,67.611,16.39,18.06,7.05,9.16,16.39,17.521,18.734,0.1431,7.97,9.16,83.867,136.4844,786.1006,,75.3167,4.4574,14.338,20.3137,60.0454,41.9652,102.9261,0.1291,2.5405,5.3687,0.2785,,218.4651,268.8159,5450.8142,98.9107,19.3439,4.2174,2.055,6.8346,4.6695,5.828,0.0449,3.1949,30.4703,,,40.5244,294.4565,29.2486,1.3372,18.1446,31.9464,222.6052,0.0,3.8601,141.2291,4.4188,10.2404,4.317,3.791,7.6682,20.0458,191.1176,17.746,12.5935,3.6658,4.0847,28.6219,47.7348,1.9669,13.1113,32.9369,5.0374,67.3075,6.3593,64.3628,104.7345,75.6008,13.5315,5.3992,0.0,76.1761,387.2683,107.7244,841.7582,287.2167,183.1579,141.5793,253.5627,280.4769,44.7706,0.139,11.6955,499.2743,860.8365,90.0,0.0,,36.8888,1.4747,0.0,9.9033,7.9544,405.278,42.0116,13.7543,262.666,12.9919,534.8927,10.75,3.7784,2.0097,15.0254,,169.6401
2008-03-08 16:00,-1,2926.07,2505.73,2191.6667,1107.433,1.3529,103.4233,427.1292,-5652.0,2711.25,-2543.0,-3639.5,74.8,355.8455,151.4609,751.7251,639.2909,224.888,2888.0,12.0627,358.2127,123.5236,16.6609,38.0327,713.6924,0.8182,622.63,78.6295,155.4081,467.2219,1816.0286,9269.57,760.1941,57.2713,1007.4191,113.0,153.4,120.9,70.3999,774.816,0.6112,9.2056,10.588,1.1306,8.075,,423.0,751.0,5886.0,2181.0,22.971,5.44,14.79,55.5,15.49,21.95,7.13,22.53,15.49,22.167,28.22,0.1843,7.48,22.53,71.781,81.8126,1819.2002,,101.4092,4.949,14.338,30.0114,51.7787,46.4238,244.0673,0.1968,2.9825,3.0634,0.3087,,204.1258,347.9132,2704.3424,1542.1999,15.9323,4.4704,1.9621,9.0757,6.1146,8.0646,0.0608,6.9502,25.7543,8.7534,5.6533,25.8338,623.7901,36.525,1.6253,69.965,45.1768,499.3352,0.0,4.5986,213.0178,2.4789,11.3391,4.1852,3.0221,7.4841,27.6994,231.4589,59.9258,7.26,6.6298,3.2971,29.5082,29.86,8.3389,11.3721,24.679,4.9215,128.4121,5.7722,135.2267,55.4456,58.2841,22.5208,5.309,0.0,91.2902,308.9967,151.4414,76.8328,100.9804,526.7388,92.067,867.9666,168.4601,40.5319,4.1549,27.2455,0.0,562.7812,79.292,0.0,,9.6194,2.3182,0.0,13.3399,8.6413,400.286,44.0514,50.7506,262.988,22.0523,537.1373,7.93,2.5902,1.4763,13.3002,117.6159,117.6159
2008-03-08 17:00,-1,3032.89,2500.81,2183.4333,1582.5646,1.3601,99.0267,405.2932,-6656.75,2883.5,-3931.25,-116.25,74.54,354.2691,156.3145,757.4796,643.9018,219.7635,2875.0,9.5227,358.2818,125.8373,21.0827,40.9448,716.5348,0.9518,622.8191,100.3998,151.2071,471.612,1857.068,8401.17,722.0756,59.6045,1006.4114,107.0,201.0,109.1,46.8,287.1499,0.4345,8.9068,10.238,0.3272,8.5796,,2170.0,786.0,504.0,1055.0,20.734,4.55,11.51,36.618,4.53,24.93,7.1,16.41,4.53,7.838,20.95,0.1743,8.87,16.41,38.826,103.2262,1083.0,,120.8641,2.2309,21.357,29.4414,67.2185,37.8865,102.9261,0.1291,2.9933,3.0417,0.0975,,1143.1321,378.7572,216.8277,493.0195,13.0643,1.6118,2.4229,8.6423,2.3384,6.7016,0.0545,5.4072,13.4325,4.3039,2.5552,35.6862,384.3672,42.5381,0.6655,18.1446,31.9464,0.0,0.0,4.4631,69.1443,2.5261,3.2422,1.6033,6.4597,32.5985,27.2585,12.8203,907.5269,8.2844,2.3037,1.5633,54.6961,108.7701,3.1216,12.4385,16.6625,1.7163,47.5705,5.6422,77.8363,14.8636,19.1428,18.3156,6.3951,0.0,38.6714,618.8582,136.802,45.8894,103.1782,219.0263,86.8699,752.4324,97.6623,83.9956,0.6859,50.7572,0.0,0.0,54.8463,0.0,,34.0222,1.0,0.0,16.7384,3.7429,406.404,39.6768,73.9007,263.494,15.2685,537.6418,10.22,3.5456,1.9009,17.0931,114.4127,114.4127
2008-03-08 17:58,-1,2865.31,2531.75,2246.4889,1006.9548,1.0997,103.3222,419.9636,-5681.5,2670.0,-3780.5,171.5,78.13,357.2791,123.5127,716.994,621.7491,125.0043,2910.0,22.9245,356.4345,106.4373,10.5321,22.9914,694.0026,0.9283,612.3109,80.1785,145.9794,466.3315,1836.6503,8557.4501,744.4707,57.5846,1001.2992,226.0,195.5,171.7,107.6001,864.425,0.415,8.3097,9.142,0.8696,7.6097,,504.0,161.0,1571.0,1332.0,22.334,4.4,10.82,16.233,4.27,14.92,9.05,11.72,4.27,6.625,23.4641,0.2171,10.01,17.13,74.062,88.7012,1626.4004,,158.5317,5.3135,21.607,39.7319,64.4087,61.908,253.5773,0.1616,2.5522,2.8939,0.2381,,261.0038,75.82,665.6128,661.0398,5.2685,1.1386,2.6216,7.3095,1.854,6.4752,0.0615,5.1561,26.3744,8.5863,4.9382,29.847,534.6468,53.3071,1.7277,85.8455,37.7415,447.0847,398.2357,4.1242,49.1996,2.1769,9.1586,4.1852,1.4724,8.8709,6.03,41.5553,776.6764,6.3987,4.4506,1.2934,33.7079,86.6632,15.4655,9.2289,12.986,4.8714,18.6263,8.5027,111.279,25.0067,28.8153,23.3872,6.6984,0.0,92.3715,150.262,71.468,547.438,63.8693,163.4346,55.4863,390.0929,80.4692,69.4969,0.8621,19.9058,505.7143,0.0,98.3607,896.9697,,20.7457,3.3773,0.0,21.2945,9.2274,408.1,87.0229,35.3519,,,529.3318,10.5,3.6913,1.9836,15.2498,70.1798,70.1798
2008-03-08 20:23,-1,2855.8,2537.35,2183.4333,1582.5646,1.3601,99.0267,397.5674,-5537.5,2483.5,-3513.5,-1732.5,74.8,354.1591,156.84,758.3614,644.5036,217.188,2888.0,9.3336,356.8636,126.1736,19.9972,41.5043,716.8571,0.8549,624.5064,74.1382,159.8718,464.6345,1808.3115,8400.7099,726.8887,59.1544,1007.4191,161.0,161.5,116.1,46.8,287.1499,0.4345,10.3362,7.732,0.3444,9.9918,,311.0,967.0,1108.0,1094.0,20.752,4.93,12.11,52.723,16.99,14.75,9.32,17.57,16.99,21.875,30.111,0.3494,12.04,17.57,99.0,176.8171,1647.3003,,171.0141,5.4718,14.338,38.1511,54.6283,51.0084,102.9261,0.1291,3.2109,2.5807,0.103,,143.9873,400.6599,483.7082,511.1259,18.4838,4.9906,2.8103,7.6063,6.2876,9.0392,0.1014,4.9816,32.3901,7.2005,7.0002,53.5303,575.4736,59.7763,1.8039,18.1446,31.9464,0.0,0.0,5.1887,66.7519,1.9448,3.3253,2.4066,3.9373,5.6163,38.937,31.5355,63.1457,4.5545,3.6137,2.524,29.2683,29.9421,9.0192,18.2727,24.2753,4.9215,182.0299,7.3866,87.8621,55.4028,52.7055,40.8689,8.5107,0.0,133.5344,308.8872,211.5817,659.1304,119.0801,150.9671,134.0047,76.3533,112.8482,91.1683,0.1719,22.1593,0.0,0.0,39.2906,0.0,,38.3683,1.7086,0.0,23.5269,9.2501,405.686,40.4075,16.93,264.188,9.9519,533.6146,11.09,3.6866,2.0783,15.3708,69.422,69.422
2008-03-08 22:52,-1,2930.22,2417.85,2246.4889,1006.9548,1.0997,103.3222,410.2025,-5349.25,2536.75,-3731.5,-502.0,79.48,354.3227,154.0055,754.4896,643.21,207.5721,2875.0,12.5391,359.2936,126.5445,13.7445,37.4506,717.039,0.8434,629.4655,82.9893,161.1416,468.3238,1862.9306,9047.98,790.1841,59.3415,1006.1613,92.0,116.3,127.5,107.6001,864.425,0.415,6.2088,15.503,1.3942,4.8914,,378.0,82.0,2175.0,1653.0,21.001,5.71,14.15,49.586,14.04,21.56,5.18,19.08,14.04,19.997,25.069,0.2125,12.97,19.08,95.188,86.7,2162.7002,,211.3799,4.3467,21.901,26.3184,42.0317,42.1024,253.5773,0.1616,1.8497,4.1175,0.4016,,185.1709,40.3185,1054.2917,709.0703,15.0807,3.8986,1.2712,9.056,5.0824,6.9614,0.0639,5.308,30.5989,6.3361,4.2047,31.7218,651.8085,67.7036,1.4529,85.8455,37.7415,208.9262,0.0,3.1706,87.7436,3.7794,15.7316,2.4066,41.5704,7.0664,3.2325,58.2876,329.2829,7.318,5.3333,3.8403,40.2439,42.2941,8.6077,10.71,23.8886,1.7163,111.9698,4.0934,138.8188,51.1272,53.3957,25.1927,9.0303,0.0,114.6992,167.5,82.8104,911.332,45.0916,168.4035,71.2526,0.0,709.0909,37.0859,0.8027,22.3731,327.619,240.9266,56.6372,394.3662,,12.8495,1.5955,0.0,26.7507,7.3249,400.622,35.4054,32.7151,265.394,13.4117,535.7664,6.15,2.3189,1.1479,14.459,59.2072,59.2072
2008-04-08 0:39,1,2971.99,2502.62,2239.3,1192.7495,1.2479,100.1189,404.6931,-5495.75,2703.75,-3914.75,1334.5,73.32,351.2655,128.3009,719.4658,626.4391,220.7331,2859.0,12.4309,347.1809,100.7318,22.91,37.4995,681.9664,0.8918,603.5291,94.8504,138.3167,465.2124,1883.8396,9054.92,771.4724,57.7826,1004.2077,119.0,114.5,141.8,95.4001,369.522,0.1696,5.8219,18.685,0.8039,5.0181,,424.0,424.0,1757.0,13977.0,32.633,7.75,16.99,56.977,7.5,20.95,9.34,22.69,7.5,9.49,35.49,0.1692,15.98,22.69,99.301,171.8003,870.8994,,76.5322,2.5844,24.105,30.9957,47.4083,52.1789,136.6108,0.0553,1.9712,5.1165,0.2159,,188.5831,187.2011,741.3557,9883.2315,16.5883,2.4745,2.8331,9.5932,3.1564,10.6675,0.052,6.55,27.0557,7.1008,4.1032,50.9815,310.3258,29.9797,0.7591,30.9807,13.5951,0.0,636.8627,2.8827,134.9359,4.6171,8.3304,2.4066,3.3368,7.7151,15.6819,44.8815,0.0,11.6408,4.2667,1.7283,36.8852,55.1506,8.563,9.4589,25.8126,5.2322,60.3335,9.2721,99.0397,27.2044,25.3071,18.9788,10.2688,0.0,104.6923,703.3816,74.7126,0.0,97.4939,208.284,121.8623,433.7572,128.6364,34.1681,0.2576,27.4183,0.0,0.0,68.6627,869.5652,,40.704,2.6626,0.0,9.9203,4.4725,400.372,67.9833,33.199,265.058,29.6955,531.81,13.76,4.5061,2.5874,8.9008,15.2909,15.2909
2008-04-08 3:45,-1,2940.53,2459.87,2202.7111,1010.4454,1.0032,104.3067,427.1576,-6518.25,3073.5,-4019.25,1307.5,14.55,358.5264,128.8609,724.0375,631.4655,215.4295,2906.0,28.6355,355.3173,117.4964,10.9873,18.6261,705.4114,0.8494,620.4782,78.8581,,,1794.9025,8545.2799,738.2523,56.3047,1006.1613,129.0,180.6,122.1,56.4001,545.17,0.7511,5.7014,12.617,1.2515,4.5187,,527.0,595.0,1946.0,194.0,16.438,6.9,8.59,70.238,7.31,13.61,3.65,17.17,7.31,9.144,22.689,0.2853,3.96,17.17,90.313,91.399,1059.6001,,103.5185,4.1884,21.901,33.0087,55.4217,35.9635,189.804,0.2414,1.7969,4.4643,0.361,,216.6631,263.1862,852.0397,88.1571,20.8546,2.1606,1.0463,5.6911,2.5682,6.5276,0.076,4.8841,27.3046,,,28.0191,361.1021,36.0316,1.2749,53.9534,74.8659,785.168,486.2448,2.9284,89.6425,2.9537,13.9641,4.317,5.2694,8.085,19.359,48.417,14.8375,9.6658,4.165,2.4697,33.8346,58.6517,4.3277,10.3662,32.6037,5.0374,25.5278,3.1065,156.2711,64.3229,49.0923,33.5899,2.6817,0.0,114.526,611.4313,253.4712,0.0,329.575,329.6037,57.2457,95.9202,291.0569,53.9716,0.2043,75.9172,699.3603,0.0,68.2464,608.6957,,13.758,2.9692,0.0,14.0221,7.4388,405.91,88.329,32.8864,264.492,27.8484,531.1209,9.53,2.913,1.7943,10.2491,,15.2909
2008-04-08 3:49,-1,2916.41,2503.59,2246.4889,1006.9548,1.0997,103.3222,397.9443,-4556.0,2259.25,-3000.75,532.25,74.8,354.4182,153.8936,754.5563,641.9955,214.1209,2888.0,8.6927,355.8573,122.5864,22.3246,42.1115,712.4448,0.9984,619.6709,107.7361,153.8696,465.8013,1739.2144,8677.0401,735.1842,57.3114,1006.4114,146.0,180.2,139.3,107.6001,864.425,0.415,12.0482,10.203,0.2087,11.8614,,7791.0,3267.0,4228.0,720.0,21.97,6.07,12.94,81.486,5.94,21.51,7.78,14.89,5.94,8.51,17.81,0.1586,4.34,14.89,78.866,101.5006,413.8994,,37.7654,4.9641,21.357,36.4612,54.1856,46.4735,253.5773,0.1616,3.6087,2.9731,0.078,,3277.3157,1522.3693,2006.9923,354.9614,23.4564,1.6166,2.3619,7.894,2.3044,5.673,0.0453,4.5154,22.8463,3.1079,2.8766,29.1093,114.999,10.8791,1.6373,85.8455,37.7415,288.4596,0.0,6.0398,74.1779,2.5639,2.0452,2.7839,4.712,171.0053,144.6055,140.8981,135.2748,136.9383,133.8821,135.2505,22.7848,21.4286,2.5054,11.7462,38.0561,4.9215,68.333,6.3465,66.6978,18.9732,20.2083,15.8872,3.0731,0.0,73.203,190.2941,97.3579,893.5167,117.8727,149.5783,72.7273,0.0,131.0407,46.3976,0.4271,24.5228,480.0,0.0,85.5346,833.3333,,9.5049,0.5774,0.0,5.1369,8.6617,403.242,71.0452,7.2369,,,539.2336,7.54,2.5261,1.3983,8.3962,48.9072,48.9072
2008-04-08 13:19,-1,3047.67,2565.03,2199.3334,1017.9399,1.2414,100.5544,416.8999,-5432.5,2674.0,-3947.5,237.25,76.69,359.3555,129.9018,726.3228,627.92,183.5869,2891.0,-5.3055,355.5027,104.5964,22.4155,31.4125,694.9104,1.0706,605.5045,57.1331,140.0402,465.4644,1831.4598,9369.24,716.1579,58.2233,1006.1613,81.0,88.0,44.1,78.8,728.433,1.0232,7.0706,11.239,0.8935,6.2332,1043.6006,530.0,248.0,1650.0,662.0,19.868,5.19,13.25,61.929,4.62,13.64,10.44,8.71,4.62,7.443,18.07,0.0787,5.36,8.71,16.207,100.7533,1785.0,,96.4118,2.2533,21.901,18.4142,28.269,13.3636,205.4183,0.3087,2.2579,3.5012,0.2407,333.7452,237.9447,111.4839,803.6361,270.9137,18.6559,1.2551,2.8374,6.8515,1.9656,4.9656,0.026,2.6239,5.7519,4.5035,3.5591,34.1886,495.543,33.976,0.6683,71.5595,82.42,264.6169,0.0,3.4953,150.8941,2.6958,8.9422,3.6066,34.8972,9.7561,9.2745,41.7986,279.0306,8.4137,4.4237,1.8486,22.1311,31.8341,12.9776,15.6294,33.7328,104.1248,87.0802,9.9812,38.857,18.2569,23.6945,7.348,3.6862,0.0,28.3671,283.8244,670.0855,545.6166,0.0,977.3463,0.0,189.0295,305.4004,46.7294,1.2297,32.1955,818.3908,0.0,46.62,443.0769,,,2.2364,0.0,13.4624,3.8701,405.784,7.8347,18.1087,,,510.9145,439.05,137.833,85.9341,69.196,,48.9072
2008-04-08 14:04,-1,3082.45,2739.19,2199.3334,1017.9399,1.2414,100.5544,405.7057,-5677.75,2791.75,-3797.5,259.0,78.27,359.9673,127.9145,724.4909,629.97,197.1704,2891.0,-8.7491,354.9727,99.1655,27.9609,35.3973,689.0936,1.0498,602.0091,59.5211,138.6505,463.3586,1822.7262,8594.4,767.3358,57.6772,1006.1613,141.0,99.1,66.4,78.8,728.433,1.0232,7.4684,6.728,0.3131,7.2878,,745.0,344.0,1494.0,655.0,17.21,5.91,11.91,45.562,9.16,14.6,7.05,12.45,9.16,9.089,20.979,0.1524,7.46,12.45,23.612,81.2722,1181.7998,,120.4468,2.179,21.901,23.7349,32.1344,18.604,205.4183,0.3087,2.3472,2.1763,0.0986,,310.3464,155.59,697.9926,305.2595,12.9148,2.607,2.2699,7.0047,2.4048,5.9617,0.0448,3.7423,7.4479,5.2951,3.5942,25.7636,406.8589,42.0305,0.6605,71.5595,82.42,225.8872,577.653,3.6927,104.8907,1.6583,3.0213,3.6066,2.3427,13.1214,12.322,39.3417,252.8958,13.1543,5.4041,2.6454,60.0,57.9592,19.0206,15.9097,23.1079,104.1248,104.6966,7.1093,44.5265,31.8619,25.6771,14.5221,5.0449,0.0,39.67,704.6787,191.3357,0.0,577.5862,771.2121,783.815,125.3985,0.0,36.8157,0.0881,12.633,0.0,0.0,30.4762,0.0,,,2.7071,0.0,15.6967,3.7779,408.87,43.575,18.1087,261.624,10.5839,510.9145,439.05,137.833,85.9341,69.196,,48.9072
2008-04-08 14:31,-1,3088.82,2655.37,2183.4556,955.9073,1.1048,102.6978,405.261,-6174.5,2919.0,-6000.5,1345.5,76.52,357.0309,126.2355,718.941,622.5618,58.5185,2849.0,26.6582,357.5864,112.8936,9.4782,17.0797,701.8613,1.0722,613.0836,106.8289,,,1841.0643,8488.5099,731.1757,57.9243,1001.0291,101.0,80.9,40.3,65.1001,742.1091,0.5975,7.9749,18.244,1.0527,7.015,,1657.0,735.0,9764.0,255.0,8.039,7.44,8.21,21.392,9.36,14.58,13.61,5.07,9.36,12.351,7.728,0.1636,6.94,5.07,54.526,135.0078,1756.8994,,158.7111,3.3278,15.366,28.3768,28.6526,11.3213,216.0038,0.2134,2.5074,5.149,0.3018,,787.0352,322.0445,4384.1171,105.0413,6.3278,2.5621,4.3995,7.5153,3.3552,2.2492,0.048,1.8304,16.6343,,,51.5407,556.2034,46.74,0.9795,77.634,54.0784,0.0,0.0,3.9354,165.8018,4.5018,10.3721,4.7245,7.8127,26.8362,25.1799,162.7198,18.9521,14.271,5.3163,2.466,34.4498,54.0,3.5298,14.5575,36.5559,3.5904,35.1112,12.0556,53.4917,70.1554,72.3139,15.2609,4.8666,0.0,51.0405,374.9484,75.4562,133.4451,76.4505,132.7058,218.0479,310.2244,131.3233,58.1435,0.1736,12.4264,0.0,0.0,62.6959,688.3721,,28.9487,2.495,0.0,21.7063,5.7451,412.344,27.4871,37.851,259.346,18.8467,533.1773,9.93,3.6157,1.8624,9.5334,118.3047,118.3047
